iteration,best_fitness,avg_fitness,diversity,mutation_rate,crossover_rate,generations_without_improvement
0,983.282811894211,774.2903436425786,0.5477421472380837,0.15,0.85,0
1,993.1217178682483,860.7369322525951,0.5475796661554213,0.15,0.85,0
2,993.1217178682483,901.5954227397025,0.4786616702320377,0.15,0.85,1
3,993.1217178682483,957.408370820395,0.2622832845752241,0.15,0.85,2
4,993.1217178682483,974.0796641267751,0.0,0.15,0.85,3
5,993.1217178682483,978.5642471284945,0.0,0.15,0.85,4
6,993.1217178682483,978.7916623208039,0.0,0.15,0.85,5
7,993.1217178682483,975.8429963845698,0.0,0.15,0.85,6
8,993.1217178682483,971.8906921111144,0.0,0.15,0.85,7
9,993.1217178682483,973.7556189555937,0.0,0.15,0.85,8
10,993.1217178682483,971.0731899908229,0.0,0.15,0.85,9
11,993.1217178682483,976.2461036296127,0.0,0.15,0.85,10
12,993.1217178682483,969.340963952689,0.0,0.15,0.85,11
13,993.1217178682483,974.9032644498025,0.0,0.15,0.85,12
14,993.1217178682483,982.3184534453546,0.0,0.15,0.85,13
15,993.1217178682483,979.1812591545311,0.0,0.15,0.85,14
16,993.1217178682483,972.2084673089738,0.0,0.15,0.85,15
17,993.1217178682483,971.5759000467548,0.0,0.15,0.85,16
18,993.1217178682483,975.0368360892377,0.0,0.15,0.85,17
19,993.1217178682483,983.7880070581024,0.0,0.15,0.85,18
20,993.1217178682483,981.3042203146966,0.0,0.15,0.85,19
21,993.1217178682483,974.3814778441313,0.0,0.15,0.85,20
22,993.1217178682483,969.4288045736278,0.0,0.15,0.85,21
23,993.1217178682483,965.9467816255692,0.0,0.15,0.85,22
24,993.1217178682483,975.7546740454773,0.0,0.15,0.85,23
25,993.1217178682483,986.8569017959776,0.0,0.15,0.85,24
26,993.1217178682483,982.4951174052318,0.0,0.15,0.85,25
27,993.1217178682483,970.3719692578056,0.0,0.15,0.85,26
28,993.4299040333902,976.1612665470193,0.0,0.15,0.85,0
29,993.4299040333902,971.5723860461238,0.0,0.15,0.85,1
30,993.4299040333902,978.7884983872137,0.0,0.15,0.85,2
31,993.4299040333902,961.3112844050701,0.0,0.15,0.85,3
32,993.4299040333902,977.6367961387672,0.0,0.15,0.85,4
33,993.4299040333902,979.5229001321508,0.0,0.15,0.85,5
34,993.4299040333902,967.1431321193202,0.0,0.15,0.85,6
35,993.4299040333902,971.3491856406057,0.0,0.15,0.85,7
36,993.4299040333902,977.6982644826832,0.0,0.15,0.85,8
37,993.4299040333902,978.1384459656939,0.0,0.15,0.85,9
38,993.4299040333902,972.4671175500921,0.0,0.15,0.85,10
39,993.4299040333902,976.2129788660899,0.0,0.15,0.85,11
40,993.4299040333902,976.7346649553856,0.0,0.15,0.85,12
41,993.4299040333902,975.427919906747,0.0,0.15,0.85,13
42,993.4299040333902,985.3242496558279,0.0,0.15,0.85,14
43,993.4299040333902,953.5156557790109,0.0,0.15,0.85,15
44,993.4299040333902,979.1226664619146,0.0,0.15,0.85,16
45,993.4299040333902,969.7250033303181,0.0,0.15,0.85,17
46,993.4299040333902,984.4684041676777,0.0,0.15,0.85,18
47,993.4299040333902,979.51197115901,0.0,0.15,0.85,19
48,993.4299040333902,974.7815283147082,0.0,0.15,0.85,20
49,993.4299040333902,969.7737246402509,0.0,0.15,0.85,21
50,993.4299040333902,970.4610034010474,0.0,0.15,0.85,22
51,993.4299040333902,980.3769692784172,0.0,0.15,0.85,23
52,993.4299040333902,970.5561528637116,0.0,0.15,0.85,24
53,993.4299040333902,970.9474129187084,0.0,0.15,0.85,25
54,993.4299040333902,965.6247335626551,0.0,0.15,0.85,26
55,993.4299040333902,977.5951539938707,0.0,0.15,0.85,27
56,993.4299040333902,974.7206553742419,0.0,0.15,0.85,28
57,993.4299040333902,966.6418183167999,0.0,0.15,0.85,29
58,993.4299040333902,979.2690548849498,0.0,0.15,0.85,30
59,993.4299040333902,971.0114933780179,0.0,0.15,0.85,31
60,993.4299040333902,977.6569802936898,0.0,0.15,0.85,32
61,993.4299040333902,982.3804518900332,0.0,0.15,0.85,33
62,993.4299040333902,972.5158185589814,0.0,0.15,0.85,34
63,993.4299040333902,978.9929518342674,0.0,0.15,0.85,35
64,993.4299040333902,975.448087720961,0.0,0.15,0.85,36
65,993.4299040333902,980.9495414082362,0.0,0.15,0.85,37
66,993.4299040333902,970.0112168113635,0.0,0.15,0.85,38
67,993.4299040333902,980.4786381853554,0.0,0.15,0.85,39
68,993.4299040333902,977.8046848907877,0.0,0.15,0.85,40
69,993.4299040333902,968.6215658076075,0.0,0.15,0.85,41
70,993.4299040333902,952.4978213968817,0.0,0.15,0.85,42
71,993.4299040333902,976.3979993983875,0.0,0.15,0.85,43
72,993.4299040333902,972.8964815779325,0.0,0.15,0.85,44
73,993.4299040333902,979.383654744886,0.0,0.15,0.85,45
74,993.4299040333902,962.3118028998658,0.0,0.15,0.85,46
75,993.4299040333902,967.0780194793899,0.0,0.15,0.85,47
76,993.4299040333902,982.2097656816605,0.0,0.15,0.85,48
77,993.4299040333902,958.9948561956031,0.0,0.15,0.85,49
78,993.4299040333902,985.3105841848062,0.0,0.15,0.85,50
