iteration,best_fitness,avg_fitness,method
0,85.22018674659518,85.22018674659518,profit_distance
1,103.48767594774556,94.35393134717037,profit
2,122.97244917647134,103.8934372902707,nearest
3,122.97244917647134,108.66319026182086,savings
