iteration,best_fitness,avg_fitness,diversity,mutation_rate,crossover_rate
0,400.892643482131,331.3772916063121,0.25101233057058764,0.15,0.85
1,409.0628930160263,369.99386511178756,0.16475946597799823,0.15,0.85
2,409.0628930160263,388.6876848910593,0.11683288342174211,0.15,0.85
3,409.0628930160263,392.7094402892275,0.08548973835229677,0.15,0.85
4,409.0628930160263,383.3536714468714,0.0,0.15,0.85
5,409.0628930160263,393.2666554448155,0.0,0.15,0.85
6,409.0628930160263,395.8962905275735,0.0,0.15,0.85
7,410.29680524567095,394.32668335659105,0.0,0.15,0.85
8,410.29680524567095,385.66584727392046,0.0,0.15,0.85
9,410.29680524567095,391.7696432816621,0.0,0.15,0.85
10,410.29680524567095,393.45456535429565,0.0,0.15,0.85
11,412.98792663302356,400.19588344322744,0.0,0.15,0.85
12,412.98792663302356,402.9020180392593,0.0,0.15,0.85
13,412.98792663302356,403.64003179215143,0.0,0.15,0.85
14,412.98792663302356,398.93364194323505,0.0,0.15,0.85
15,412.98792663302356,408.83576807683386,0.0,0.15,0.85
16,412.98792663302356,410.7842346711325,0.0,0.15,0.85
17,412.98792663302356,400.7360829604758,0.0,0.15,0.85
18,412.98792663302356,404.8794835416929,0.0,0.15,0.85
19,412.98792663302356,397.32491796511533,0.0,0.15,0.85
20,413.2475643570775,401.2325089828129,0.0,0.15,0.85
21,413.2475643570775,407.7444503952618,0.0,0.15,0.85
22,413.2475643570775,403.3675605652912,0.0,0.15,0.85
23,413.2475643570775,403.83011201023686,0.0,0.15,0.85
24,413.3128070347954,407.58045617652647,0.0,0.15,0.85
25,413.3128070347954,406.5044854364244,0.0,0.15,0.85
26,413.3128070347954,401.9544277570592,0.0,0.15,0.85
27,413.3128070347954,406.5550104856453,0.0,0.15,0.85
28,413.3128070347954,406.06656467176913,0.0,0.15,0.85
29,413.3128070347954,403.9341657304671,0.0,0.15,0.85
30,413.4966299453177,402.16293976169106,0.0,0.15,0.85
31,413.4966299453177,409.3120632211444,0.0,0.15,0.85
32,413.4966299453177,407.6069782261787,0.0,0.15,0.85
33,413.4966299453177,405.05009602265096,0.0,0.15,0.85
34,413.4966299453177,403.86485750770794,0.0,0.15,0.85
35,413.4966299453177,403.19708860744095,0.0,0.15,0.85
36,413.4966299453177,405.2380180707949,0.0,0.15,0.85
37,413.4966299453177,409.0649672033849,0.0,0.15,0.85
38,413.4966299453177,402.5465447254321,0.0,0.15,0.85
39,413.4966299453177,405.8989510129908,0.0,0.15,0.85
40,413.4966299453177,402.1518133148624,0.0,0.15,0.85
41,413.4966299453177,407.4405669550706,0.0,0.15,0.85
42,413.4966299453177,406.4158114724297,0.0,0.15,0.85
43,413.4966299453177,405.648054377923,0.0,0.15,0.85
44,413.4966299453177,408.98263087335283,0.0,0.15,0.85
45,413.4966299453177,405.5109432796331,0.0,0.15,0.85
46,413.4966299453177,404.6322142037341,0.0,0.15,0.85
47,413.4966299453177,406.70379827500125,0.0,0.15,0.85
48,413.4966299453177,407.6673875902169,0.0,0.15,0.85
49,413.4966299453177,403.775966812248,0.0,0.15,0.85
50,413.4966299453177,404.9342099654567,0.0,0.15,0.85
51,413.4966299453177,403.9583237481733,0.0,0.15,0.85
52,413.4966299453177,402.4818089375462,0.0,0.15,0.85
53,413.4966299453177,404.7329078052974,0.0,0.15,0.85
54,413.4966299453177,400.04846522111205,0.0,0.15,0.85
55,413.4966299453177,404.0601112805906,0.0,0.15,0.85
56,413.4966299453177,401.9348706105215,0.0,0.15,0.85
57,413.4966299453177,401.33811616478636,0.0,0.15,0.85
58,413.4966299453177,406.9583126332054,0.0,0.15,0.85
59,413.4966299453177,409.9265882183451,0.0,0.15,0.85
60,413.4966299453177,401.8059712445283,0.0,0.15,0.85
61,413.4966299453177,404.559327671878,0.0,0.15,0.85
62,413.4966299453177,405.49925289538635,0.0,0.15,0.85
63,413.4966299453177,403.88852136098797,0.0,0.15,0.85
64,413.4966299453177,404.58226730162033,0.0,0.15,0.85
65,413.4966299453177,402.88390229054494,0.0,0.15,0.85
66,413.4966299453177,407.7977588509187,0.0,0.15,0.85
67,413.4966299453177,403.40736506832184,0.0,0.15,0.85
68,413.4966299453177,403.19512122373214,0.0,0.15,0.85
69,413.4966299453177,410.27110465713224,0.0,0.15,0.85
70,413.4966299453177,407.6989882498592,0.0,0.15,0.85
71,413.4966299453177,401.33951073316496,0.0,0.15,0.85
72,413.4966299453177,403.5021713138266,0.0,0.15,0.85
73,413.4966299453177,401.98056098846035,0.0,0.15,0.85
74,413.4966299453177,398.2148774906982,0.0,0.15,0.85
75,413.4966299453177,408.5321600188807,0.0,0.15,0.85
76,413.4966299453177,407.56544813681995,0.0,0.15,0.85
77,413.4966299453177,406.2880184013438,0.0,0.15,0.85
78,413.4966299453177,404.1738412125296,0.0,0.15,0.85
79,413.4966299453177,406.36423039409163,0.0,0.15,0.85
80,413.4966299453177,405.33834674691946,0.0,0.15,0.85
