iteration,best_fitness,avg_fitness,current_temp,acceptance_rate,diversity
0,486.2894860888351,203.3329149960849,100.0,0.9112903225806451,0.0
1,486.2894860888351,37.39730835983925,96.38290236239705,0.9475806451612904,0.0
2,486.2894860888351,94.79978496315242,92.89663867799362,0.8790322580645161,0.0
3,486.2894860888351,74.27905916739452,89.53647655495936,0.8810483870967742,0.0
4,486.2894860888351,67.51159369531314,86.29785477669701,0.885483870967742,0.0
5,486.2894860888351,92.63908384871351,83.17637711026707,0.8911290322580645,0.0
6,486.2894860888351,74.52635597162825,80.16780633876787,0.8997695852534562,0.0
7,486.2894860888351,99.53389280018622,77.2680585095702,0.8881048387096774,0.0
8,486.2894860888351,92.43260981616544,74.47319739059887,0.8853046594982079,0.0
9,486.2894860888351,55.77676897800759,71.77942912713614,0.8879032258064516,0.0
10,486.2894860888351,267.9014435421602,69.18309709189361,0.8848973607038123,0.0
11,486.2894860888351,217.2414935413727,66.68067692136218,0.8454301075268817,0.0
12,486.2894860888351,152.24660789612807,64.26877173170193,0.8337468982630273,0.0
13,486.2894860888351,98.06800769090808,61.94410750767811,0.8220046082949308,0.0
14,486.2894860888351,90.88322796160936,59.703528658383654,0.8204301075268817,0.0
15,486.2894860888351,103.3558762390461,57.54399373371566,0.8210685483870968,0.0
16,486.2894860888351,120.31642097816787,55.462571295791044,0.8164136622390892,0.0
17,486.2894860888351,90.53362224334664,53.45643593969714,0.8104838709677419,0.0
18,486.2894860888351,90.06937963641445,51.52286445817562,0.815365025466893,0.0
19,486.2894860888351,110.39607713894743,49.65923214503358,0.8173387096774194,0.0
20,486.2894860888351,267.10099519469406,47.863009232263806,0.8175883256528418,0.0
21,486.2894860888351,256.70914867915036,46.13175745603791,0.7998533724340176,0.0
22,486.2894860888351,152.82264153013875,44.46312674691084,0.791374474053296,0.0
23,486.2894860888351,113.92672334443611,42.85485203974392,0.7903225806451613,0.0
24,486.2894860888351,106.74977471476656,41.3047501990161,0.7893548387096774,0.0
25,486.2894860888351,128.443089492903,39.810717055349684,0.7831885856079405,0.0
26,486.2894860888351,110.10256029983918,38.37072454922784,0.7807646356033453,0.0
27,486.2894860888351,106.96671555662373,36.98281797802658,0.7828341013824884,0.0
28,486.2894860888351,112.35340033517949,35.645113342624384,0.7783648498331479,0.0
29,486.2894860888351,90.80895557047612,34.35579478998742,0.7793010752688172,0.0
30,486.2894860888351,103.13760073114058,33.11311214825907,0.7838189386056191,0.0
31,486.2894860888351,136.14214262671766,31.915378551007574,0.78125,0.0
32,486.2894860888351,113.99758168859711,30.76096814740704,0.7768817204301075,0.0
33,486.2894860888351,125.47901618276785,29.648313895243383,0.7770398481973435,0.0
34,486.2894860888351,113.9799675085942,28.575905433749426,0.773963133640553,0.0
35,486.2894860888351,27.383266327452464,27.542287033381623,0.7791218637992832,0.0
36,486.2894860888351,106.17263337295782,26.546055619755354,0.7750653879686138,0.0
37,486.2894860888351,100.74959263154571,25.585858869056416,0.7761035653650254,0.0
38,486.2894860888351,125.758440030409,24.66039337234335,0.771298593879239,0.0
39,486.2894860888351,153.65608678615283,23.768402866248724,0.7653225806451613,0.0
40,486.2894860888351,156.19304966576655,22.908676527677688,0.766522423288749,0.0
41,486.2894860888351,130.55432074270882,22.080047330188957,0.7624807987711214,0.0
42,486.2894860888351,134.84786304247137,21.28139045982708,0.755251312828207,0.0
43,486.2894860888351,122.55115308567598,20.511621788255614,0.750733137829912,0.0
44,486.2894860888351,137.08188396716912,19.76969640111857,0.7485663082437276,0.0
45,486.2894860888351,150.04268218847852,19.054607179632434,0.7436886395511921,0.0
46,486.2894860888351,182.40613206437155,18.365383433483427,0.737474262182567,0.0
47,486.2894860888351,265.32782200509234,17.701089583174173,0.7279905913978495,0.0
48,486.2894860888351,231.1369799905713,17.060823890031198,0.71724818959842,0.0
49,486.2894860888351,235.64096560143994,16.44371723214928,0.707258064516129,0.0
50,489.40015167868694,416.1004971475048,15.848931924611097,0.7077798861480076,0.0
51,489.40015167868694,260.69187612885463,15.27566058238069,0.6991315136476427,0.0
52,489.40015167868694,264.5246083456916,14.723125024327153,0.690657334144857,0.0
53,489.40015167868694,269.30449064275905,14.190575216890887,0.6830943847072879,0.0
54,489.40015167868694,242.4921869513928,13.677288255958457,0.6755131964809384,0.0
55,489.40015167868694,271.59334607433374,13.182567385564038,0.6683467741935484,0.0
56,489.40015167868694,271.3676208104633,12.705741052085385,0.6618562535370685,0.0
57,489.40015167868694,255.32779568266474,12.246161992650455,0.6558676307007787,0.0
58,489.40015167868694,252.08672876264734,11.803206356517265,0.6492618917441225,0.0
59,489.40015167868694,288.861553463263,11.376272858234278,0.6442204301075268,0.0
60,489.40015167868694,413.92306184398353,10.964781961431822,0.6459545214172395,0.0
61,489.40015167868694,277.516239448732,10.568175092136556,0.6396982310093653,0.0
62,489.40015167868694,250.70974963329567,10.185913880541142,0.6333845366103431,0.0
63,489.40015167868694,276.9807806647707,9.817479430199818,0.627898185483871,0.0
64,489.40015167868694,274.8394924482756,9.462371613657904,0.6219602977667493,0.0
65,489.40015167868694,277.2782794824875,9.120108393559072,0.6163245356793744,0.0
66,489.40015167868694,252.84241948538255,8.790225168308819,0.6106162734713529,0.0
67,489.40015167868694,263.8717262048724,8.47227414140594,0.6054316888045541,0.0
68,489.40015167868694,268.15066321634185,8.1658237135859,0.6002805049088359,0.0
69,489.40015167868694,269.39726840804445,7.870457896950962,0.5949308755760369,0.0
70,489.40015167868694,386.3739159897899,7.585775750291814,0.5954111767378464,0.0
71,489.40015167868694,230.00771608269173,7.311390834834151,0.589605734767025,0.0
