iteration,best_fitness,avg_fitness,diversity,pheromone_avg,exploitation_rate
0,656.7933093535486,453.9465416257849,0.8155876923810683,1.8322745793842456,0.7
1,656.7933093535486,463.8238004448458,0.782100308647801,1.703730545080752,0.7016
2,656.7933093535486,462.7031376340811,0.8019819271180539,1.5912974053110873,0.7031999999999999
3,691.4915836944841,457.9309796733928,0.8022848969198064,1.4892311593308452,0.7048
4,691.4915836944841,474.4311113675965,0.7919605045580195,1.398603369860395,0.7063999999999999
5,691.4915836944841,466.8721591767083,0.7732390764026926,1.3160827518144251,0.708
6,691.4915836944841,456.5449656750135,0.8140694939698546,1.2417209321964584,0.7096
7,691.4915836944841,478.9428523080547,0.7714981600780793,1.1776076795347787,0.7111999999999999
8,691.4915836944841,483.4814175917949,0.7435549256483458,1.1152337494443874,0.7128
9,728.3014204476987,473.3854454747088,0.800181176105557,1.0616924755441859,0.7143999999999999
10,728.3014204476987,479.9066613254733,0.7863152448455067,1.0076648925427834,0.716
11,728.3014204476987,484.7042610501141,0.7545197320789303,0.9648822187308891,0.7176
12,728.3014204476987,472.3997563385596,0.7791611300810133,0.9243098659072899,0.7192
13,728.3014204476987,483.7095911161522,0.7523421102831825,0.8875797901044674,0.7208
14,728.3014204476987,490.9402640919586,0.7342360464844347,0.8540134558670281,0.7223999999999999
15,728.3014204476987,483.06856653233444,0.7476033347589153,0.8256182607584754,0.724
16,728.3014204476987,489.65197842103044,0.737962678000747,0.8000613711422504,0.7255999999999999
17,728.3014204476987,489.72588962763336,0.7291064070383412,0.7729289876312073,0.7272
18,728.3014204476987,483.4739102644226,0.7412474016280407,0.7499328344859223,0.7288
19,728.3014204476987,502.92135210428074,0.7027510151714067,0.727800013070589,0.7303999999999999
20,728.3014204476987,497.8477743324009,0.7232595547833474,0.7011540308778225,0.732
21,728.3014204476987,497.6664078159804,0.7188416655528455,0.686358689109866,0.7335999999999999
22,728.3014204476987,498.6016091887071,0.6969584489358936,0.6706861971488327,0.7352
23,728.3014204476987,503.3536513164266,0.7108044160164302,0.6575640430960195,0.7368
24,728.3014204476987,496.46602955138195,0.7384422876591182,0.6454753981954842,0.7384
25,729.3180761832193,504.4663941464123,0.7039683905731304,0.6325496527624997,0.74
26,729.3180761832193,497.73012508200947,0.7016421591646818,0.6200823283578367,0.7415999999999999
27,729.3180761832193,507.39055507557265,0.6975186174570801,0.6099943232396962,0.7432
28,729.3180761832193,507.37615390106976,0.6994323267246898,0.598315711030259,0.7448
29,729.3180761832193,507.6310760712742,0.6903909285398322,0.590895922043404,0.7464
30,729.3180761832193,518.6006078114344,0.6697357271321256,0.5763709944096587,0.748
31,729.3180761832193,508.54785393881303,0.6823009800067742,0.5707225923542807,0.7495999999999999
32,729.3180761832193,508.7415185071036,0.6901003027407482,0.5653876516958593,0.7512
