iteration,best_fitness,avg_fitness,diversity,mutation_rate,crossover_rate,generations_without_improvement
0,1141.388842232217,950.0412090091704,0.5807448641327008,0.15,0.85,0
1,1150.0262382564267,1027.044345143665,0.4894888582642996,0.15,0.85,0
2,1150.0262382564267,1068.2777738608518,0.3717999981935933,0.15,0.85,1
3,1150.0262382564267,1072.978336302131,0.1409403070054482,0.15,0.85,2
4,1151.0159745454193,1111.857078652557,0.0,0.15,0.85,0
5,1151.0159745454193,1123.4515307886752,0.0,0.15,0.85,1
6,1151.0159745454193,1123.2203947032567,0.0,0.15,0.85,2
7,1151.0159745454193,1080.8000183603997,0.0,0.15,0.85,3
8,1151.0159745454193,1117.0647261489603,0.0,0.15,0.85,4
9,1151.0159745454193,1107.7320194249974,0.0,0.15,0.85,5
10,1151.0159745454193,1119.5329985201424,0.0,0.15,0.85,6
11,1151.9831656905712,1097.1999150945096,0.0,0.15,0.85,0
12,1151.9831656905712,1097.2679427155538,0.0,0.15,0.85,1
13,1151.9831656905712,1073.9334963595763,0.0,0.15,0.85,2
14,1151.9831656905712,1110.5919116362325,0.0,0.15,0.85,3
15,1151.9831656905712,1109.1282798897234,0.0,0.15,0.85,4
16,1151.9831656905712,1116.3996542377336,0.0,0.15,0.85,5
17,1152.3162211779152,1110.236379361898,0.0,0.15,0.85,0
18,1152.3162211779152,1084.5110875965368,0.0,0.15,0.85,1
19,1152.3162211779152,1104.2558262050782,0.0,0.15,0.85,2
20,1152.3162211779152,1103.5173936795081,0.0,0.15,0.85,3
21,1152.8118309382637,1102.254350316114,0.0,0.15,0.85,0
22,1152.8118309382637,1106.5455685186898,0.0,0.15,0.85,1
23,1152.8118309382637,1101.0020475141646,0.0,0.15,0.85,2
24,1152.8118309382637,1108.0968731095218,0.0,0.15,0.85,3
25,1152.928485752648,1118.7132887478913,0.0,0.15,0.85,0
26,1152.928485752648,1112.0774434415644,0.0,0.15,0.85,1
27,1153.2413154698042,1108.0296355667663,0.0,0.15,0.85,0
28,1153.2413154698042,1090.4297133103971,0.0,0.15,0.85,1
29,1153.2413154698042,1132.2397743983042,0.0,0.15,0.85,2
30,1153.2413154698042,1124.4301340918073,0.0,0.15,0.85,3
31,1153.2413154698042,1122.8475893062757,0.0,0.15,0.85,4
32,1153.2413154698042,1105.6898126756776,0.0,0.15,0.85,5
33,1153.2413154698042,1121.5501083954045,0.0,0.15,0.85,6
34,1153.2413154698042,1092.6437916674688,0.0,0.15,0.85,7
35,1153.2413154698042,1125.1937333228236,0.0,0.15,0.85,8
36,1153.2413154698042,1138.0450603576508,0.0,0.15,0.85,9
37,1153.2413154698042,1097.1761265940938,0.0,0.15,0.85,10
38,1153.2413154698042,1102.4524415049123,0.0,0.15,0.85,11
