iteration,best_fitness,avg_fitness,diversity,mutation_rate,crossover_rate,generations_without_improvement
40,1059.6703104303513,1030.9409579583667,0.0,0.15,0.85,8
41,1059.6703104303513,1033.6961937972787,0.0,0.15,0.85,9
42,1059.6703104303513,1032.6538863235696,0.0,0.15,0.85,10
43,1059.6703104303513,1019.8231924326475,0.0,0.15,0.85,11
44,1059.6703104303513,1039.6038540705035,0.0,0.15,0.85,12
45,1059.6703104303513,1033.8055793039537,0.0,0.15,0.85,13
46,1059.6703104303513,1019.4740800909684,0.0,0.15,0.85,14
47,1059.6703104303513,1039.8309969497107,0.0,0.15,0.85,15
48,1059.6703104303513,1025.5731727782807,0.0,0.15,0.85,16
49,1059.6703104303513,1033.885430165588,0.0,0.15,0.85,17
50,1060.6324515742813,1048.1582127094548,0.0,0.15,0.85,0
51,1060.8714858251033,1044.9840058267446,0.0,0.15,0.85,0
52,1060.8714858251033,1042.498380325012,0.0,0.15,0.85,1
53,1060.8714858251033,1037.2310474393805,0.0,0.15,0.85,2
54,1060.8714858251033,1037.875971720374,0.0,0.15,0.85,3
55,1060.8714858251033,1019.5749877529698,0.0,0.15,0.85,4
56,1060.8714858251033,1049.3411267417023,0.0,0.15,0.85,5
57,1060.8714858251033,1034.6921680729329,0.0,0.15,0.85,6
58,1060.8714858251033,1026.7349261451,0.0,0.15,0.85,7
59,1060.8714858251033,1037.8594645723194,0.0,0.15,0.85,8
60,1060.8714858251033,1043.6818230203417,0.0,0.15,0.85,9
61,1060.8714858251033,1046.5547856254123,0.0,0.15,0.85,10
62,1060.8714858251033,1032.0752661058896,0.0,0.15,0.85,11
63,1060.8714858251033,1046.4432203904717,0.0,0.15,0.85,12
64,1060.8714858251033,1046.5152707656382,0.0,0.15,0.85,13
65,1060.8714858251033,1037.7242330493887,0.0,0.15,0.85,14
66,1060.8714858251033,1032.1362723390814,0.0,0.15,0.85,15
67,1060.8714858251033,1029.4364443874833,0.0,0.15,0.85,16
68,1060.8714858251033,1049.1507100280362,0.0,0.15,0.85,17
69,1060.8714858251033,1032.4834956740108,0.0,0.15,0.85,18
70,1060.8714858251033,1029.1615691298514,0.0,0.15,0.85,19
71,1060.8714858251033,1039.5800991356168,0.0,0.15,0.85,20
72,1060.8714858251033,1037.863014957847,0.0,0.15,0.85,21
73,1060.8714858251033,1043.2793915513764,0.0,0.15,0.85,22
74,1060.8714858251033,1040.8963137917822,0.0,0.15,0.85,23
75,1060.8714858251033,1021.1381981702332,0.0,0.15,0.85,24
76,1060.8714858251033,1039.7278544898531,0.0,0.15,0.85,25
77,1060.8714858251033,1032.1724152759725,0.0,0.15,0.85,26
78,1060.8714858251033,1029.3307762014656,0.0,0.15,0.85,27
79,1060.8714858251033,1040.7272444674832,0.0,0.15,0.85,28
80,1060.8714858251033,1032.1194471015108,0.0,0.15,0.85,29
81,1060.8714858251033,1032.1685774437628,0.0,0.15,0.85,30
82,1060.8714858251033,1034.8087878927672,0.0,0.15,0.85,31
83,1060.8714858251033,1035.0256765986733,0.0,0.15,0.85,32
84,1060.8714858251033,1048.2389200624852,0.0,0.15,0.85,33
85,1060.8714858251033,1029.1690102785374,0.0,0.15,0.85,34
86,1060.8714858251033,1040.7101711861183,0.0,0.15,0.85,35
87,1060.8714858251033,1029.5627369041724,0.0,0.15,0.85,36
88,1060.8714858251033,1042.2548247521127,0.0,0.15,0.85,37
89,1060.8714858251033,1052.0764003562397,0.0,0.15,0.85,38
90,1060.8714858251033,1054.9711287798038,0.0,0.15,0.85,39
91,1060.8714858251033,1049.4916353148865,0.0,0.15,0.85,40
92,1060.8714858251033,1032.0176049545255,0.0,0.15,0.85,41
93,1060.8714858251033,1046.5113575556843,0.0,0.15,0.85,42
94,1060.8714858251033,1029.3541870988588,0.0,0.15,0.85,43
95,1060.8714858251033,1040.7872100671273,0.0,0.15,0.85,44
96,1060.8714858251033,1038.0372117912916,0.0,0.15,0.85,45
97,1060.8714858251033,1049.4332809639457,0.0,0.15,0.85,46
98,1060.8714858251033,1049.3388500151734,0.0,0.15,0.85,47
99,1060.8714858251033,1040.356949943921,0.0,0.15,0.85,48
100,1060.8714858251033,1042.375373780453,0.0,0.15,0.85,49
101,1060.8714858251033,1040.6592860919734,0.0,0.15,0.85,50
