iteration,best_fitness,avg_fitness,diversity,mutation_rate,crossover_rate
34,372.6139714019697,345.200841141167,0.0,0.15,0.85
35,372.6139714019697,329.6271859210944,0.0,0.15,0.85
36,372.6139714019697,340.06014993943467,0.0,0.15,0.85
37,372.6139714019697,337.4506082657104,0.0,0.15,0.85
38,372.6139714019697,335.42897289862367,0.0,0.15,0.85
39,372.6139714019697,351.99410614445355,0.0,0.15,0.85
40,373.3948420224985,339.0658003735588,0.0,0.15,0.85
41,374.1341012232692,344.1077601027268,0.0,0.15,0.85
42,374.1341012232692,335.23270823214915,0.0,0.15,0.85
43,374.1341012232692,352.74410838295,0.0,0.15,0.85
44,374.1341012232692,349.967910381579,0.0,0.15,0.85
45,374.1341012232692,342.98129188605236,0.0,0.15,0.85
46,374.1341012232692,344.9002551365596,0.0,0.15,0.85
47,374.1341012232692,343.1015112421916,0.0,0.15,0.85
48,374.1341012232692,345.3482231631191,0.0,0.15,0.85
49,374.95436180978805,344.8224794721811,0.0,0.15,0.85
50,374.95436180978805,349.7728914461321,0.0,0.15,0.85
51,374.95436180978805,354.8790938005681,0.0,0.15,0.85
52,374.95436180978805,349.7028287392827,0.0,0.15,0.85
53,374.95436180978805,343.0556018192275,0.0,0.15,0.85
54,374.95436180978805,353.8457847260504,0.0,0.15,0.85
55,374.95436180978805,352.01638797234244,0.0,0.15,0.85
56,374.95436180978805,350.8856825903398,0.0,0.15,0.85
57,374.95436180978805,345.11696107421864,0.0,0.15,0.85
58,374.95436180978805,347.76329377141207,0.0,0.15,0.85
59,374.95436180978805,356.83875616835275,0.0,0.15,0.85
60,374.95436180978805,346.3425140869147,0.0,0.15,0.85
61,374.95436180978805,355.88715381216014,0.0,0.15,0.85
62,374.95436180978805,359.45304491732026,0.0,0.15,0.85
63,374.95436180978805,361.81076329446466,0.0,0.15,0.85
64,374.95436180978805,355.2125150163309,0.0,0.15,0.85
65,374.95436180978805,348.001174849084,0.0,0.15,0.85
66,374.95436180978805,348.86211759635563,0.0,0.15,0.85
67,374.95436180978805,358.81960380469116,0.0,0.15,0.85
68,374.95436180978805,352.9091181834085,0.0,0.15,0.85
69,374.95436180978805,343.724768898271,0.0,0.15,0.85
70,374.95436180978805,343.7216791486871,0.0,0.15,0.85
71,374.95436180978805,363.8705573056458,0.0,0.15,0.85
72,374.95436180978805,347.7167029600282,0.0,0.15,0.85
73,374.95436180978805,348.3463497582971,0.0,0.15,0.85
74,374.95436180978805,352.52401008342747,0.0,0.15,0.85
75,374.95436180978805,347.4812764576019,0.0,0.15,0.85
76,374.95436180978805,354.87932794888803,0.0,0.15,0.85
77,374.95436180978805,341.2217290942838,0.0,0.15,0.85
78,374.95436180978805,355.65780824240517,0.0,0.15,0.85
79,374.95436180978805,365.9567461019783,0.0,0.15,0.85
80,374.95436180978805,358.4541301048062,0.0,0.15,0.85
81,374.95436180978805,343.13032722516795,0.0,0.15,0.85
82,374.95436180978805,350.15052778416134,0.0,0.15,0.85
83,374.95436180978805,352.14067778610587,0.0,0.15,0.85
84,374.95436180978805,349.8962270137194,0.0,0.15,0.85
85,375.25716932460796,351.22845456971044,0.0,0.15,0.85
86,375.4058115069087,348.7629766015574,0.0,0.15,0.85
87,375.4058115069087,362.09514579799105,0.0,0.15,0.85
88,375.4058115069087,357.1269718116029,0.0,0.15,0.85
89,375.4058115069087,346.8235810975163,0.0,0.15,0.85
90,375.4058115069087,339.81008600681986,0.0,0.15,0.85
91,376.5858115069087,348.48161885309867,0.0,0.15,0.85
92,376.5858115069087,361.83352363649124,0.0,0.15,0.85
93,376.5858115069087,360.10630496458447,0.0,0.15,0.85
94,376.5858115069087,355.62703942454584,0.0,0.15,0.85
95,376.5858115069087,355.84817726017405,0.0,0.15,0.85
96,376.5858115069087,360.17330495633706,0.0,0.15,0.85
97,376.5858115069087,344.95577432849757,0.0,0.15,0.85
98,376.5858115069087,352.5841626226535,0.0,0.15,0.85
99,376.5858115069087,354.7757757421694,0.0,0.15,0.85
100,376.5858115069087,352.896249933435,0.0,0.15,0.85
101,376.5858115069087,355.2747548033262,0.0,0.15,0.85
102,376.5858115069087,352.20846959478706,0.0,0.15,0.85
103,376.5858115069087,354.24652919146496,0.0,0.15,0.85
104,376.5858115069087,366.39507323594876,0.0,0.15,0.85
105,376.5858115069087,345.4819710163793,0.0,0.15,0.85
106,376.5858115069087,344.4029764883995,0.0,0.15,0.85
107,376.5858115069087,345.19395467565556,0.0,0.15,0.85
108,376.5858115069087,353.38741515091283,0.0,0.15,0.85
109,376.5858115069087,364.16906868565866,0.0,0.15,0.85
110,376.5858115069087,357.78290269245764,0.0,0.15,0.85
111,376.5858115069087,353.5366193514415,0.0,0.15,0.85
112,376.5858115069087,342.3417438675768,0.0,0.15,0.85
113,376.5858115069087,355.8572639724755,0.0,0.15,0.85
114,376.5858115069087,349.79516234393697,0.0,0.15,0.85
115,376.5858115069087,363.0081105782148,0.0,0.15,0.85
116,376.5858115069087,359.3887690339848,0.0,0.15,0.85
117,376.5858115069087,347.91233277170556,0.0,0.15,0.85
118,376.5858115069087,342.2035441351513,0.0,0.15,0.85
119,376.5858115069087,353.5620414203489,0.0,0.15,0.85
120,376.5858115069087,357.06637228039517,0.0,0.15,0.85
121,376.5858115069087,364.8255441127568,0.0,0.15,0.85
122,376.5858115069087,364.4299212447551,0.0,0.15,0.85
123,376.5858115069087,360.2042817278205,0.0,0.15,0.85
124,376.5858115069087,356.66429468055577,0.0,0.15,0.85
