iteration,best_fitness,avg_fitness,diversity,mutation_rate,crossover_rate
0,368.79317854138725,322.3245876774699,0.3101051360345308,0.15,0.85
1,370.6152304364768,318.402946555842,0.18675421418341187,0.15,0.85
2,370.6152304364768,347.07474816906733,0.047997608432304835,0.15,0.85
3,370.6152304364768,343.0358163927514,0.0,0.15,0.85
4,370.6152304364768,333.4412739702444,0.0,0.15,0.85
5,370.6152304364768,336.33741357188956,0.0,0.15,0.85
6,370.813622886749,334.52560171895595,0.0,0.15,0.85
7,370.813622886749,333.00523739020343,0.0,0.15,0.85
8,370.813622886749,353.4603954951897,0.0,0.15,0.85
9,370.813622886749,347.8056931363556,0.0,0.15,0.85
10,370.813622886749,325.5595162399401,0.0,0.15,0.85
11,371.9469907069401,341.60867480426964,0.0,0.15,0.85
12,371.9469907069401,355.93591718347864,0.0,0.15,0.85
13,371.9469907069401,335.5738912277744,0.0,0.15,0.85
14,371.9469907069401,350.24024327851544,0.0,0.15,0.85
15,371.9469907069401,349.8299119883426,0.0,0.15,0.85
16,371.9469907069401,338.7546689237292,0.0,0.15,0.85
17,371.9469907069401,343.81294192915243,0.0,0.15,0.85
18,371.9469907069401,328.12112766110243,0.0,0.15,0.85
19,371.9469907069401,338.14466185494456,0.0,0.15,0.85
20,371.9469907069401,328.72525571410887,0.0,0.15,0.85
21,371.9469907069401,335.7699696017981,0.0,0.15,0.85
22,371.9469907069401,339.878434937675,0.0,0.15,0.85
23,371.9469907069401,340.61468874671215,0.0,0.15,0.85
24,371.9469907069401,354.7039621000048,0.0,0.15,0.85
25,371.9469907069401,341.2898537917842,0.0,0.15,0.85
26,372.6139714019697,340.8344065889521,0.0,0.15,0.85
27,372.6139714019697,336.86973527655215,0.0,0.15,0.85
28,372.6139714019697,341.8349357985728,0.0,0.15,0.85
29,372.6139714019697,347.1158952315228,0.0,0.15,0.85
30,372.6139714019697,334.0582321346717,0.0,0.15,0.85
31,372.6139714019697,343.030680675545,0.0,0.15,0.85
32,372.6139714019697,340.79503581044844,0.0,0.15,0.85
33,372.6139714019697,339.7870509088597,0.0,0.15,0.85
