iteration,best_fitness,avg_fitness,diversity,mutation_rate,crossover_rate
0,54.46946489995119,42.46882074445702,0.2529504327301309,0.15,0.85
1,54.46946489995119,45.891052402378186,0.13847364280094926,0.15,0.85
2,54.46946489995119,51.40812569385935,0.12042136550398214,0.15,0.85
3,54.46946489995119,54.00074017934972,0.0,0.15,0.85
4,54.46946489995119,53.76637781904899,0.0,0.15,0.85
5,54.46946489995119,54.00074017934973,0.0,0.15,0.85
6,54.46946489995119,54.46946489995117,0.0,0.15,0.85
7,54.46946489995119,53.76637781904899,0.0,0.15,0.85
8,54.46946489995119,54.00074017934972,0.0,0.15,0.85
9,54.46946489995119,54.00074017934972,0.0,0.15,0.85
10,54.46946489995119,54.23510253965044,0.0,0.15,0.85
11,54.46946489995119,53.76637781904899,0.0,0.15,0.85
12,54.46946489995119,54.00074017934972,0.0,0.15,0.85
13,54.46946489995119,53.53201545874826,0.0,0.15,0.85
14,54.46946489995119,53.29765309844755,0.0,0.15,0.85
15,54.46946489995119,54.23510253965044,0.0,0.15,0.85
16,54.46946489995119,53.76637781904899,0.0,0.15,0.85
17,54.46946489995119,53.29765309844753,0.0,0.15,0.85
18,54.46946489995119,53.53201545874827,0.0,0.15,0.85
19,54.46946489995119,54.00074017934972,0.0,0.15,0.85
20,54.46946489995119,54.00074017934972,0.0,0.15,0.85
21,54.46946489995119,53.53201545874827,0.0,0.15,0.85
22,54.46946489995119,54.00074017934972,0.0,0.15,0.85
23,54.46946489995119,53.76637781904899,0.0,0.15,0.85
24,54.46946489995119,54.00074017934972,0.0,0.15,0.85
25,54.46946489995119,54.00074017934972,0.0,0.15,0.85
26,54.46946489995119,53.766377819049,0.0,0.15,0.85
27,54.46946489995119,54.23510253965044,0.0,0.15,0.85
28,54.46946489995119,53.29765309844753,0.0,0.15,0.85
29,54.46946489995119,53.766377819049,0.0,0.15,0.85
30,54.46946489995119,53.06329073814682,0.0,0.15,0.85
31,54.46946489995119,54.46946489995117,0.0,0.15,0.85
32,54.46946489995119,54.23510253965044,0.0,0.15,0.85
33,54.46946489995119,54.23510253965044,0.0,0.15,0.85
34,54.46946489995119,53.29765309844755,0.0,0.15,0.85
35,54.46946489995119,53.29765309844753,0.0,0.15,0.85
36,54.46946489995119,54.00074017934972,0.0,0.15,0.85
37,54.46946489995119,54.46946489995117,0.0,0.15,0.85
38,54.46946489995119,53.063290738146826,0.0,0.15,0.85
39,54.46946489995119,53.76637781904899,0.0,0.15,0.85
40,54.46946489995119,54.46946489995117,0.0,0.15,0.85
41,54.46946489995119,53.766377819049,0.0,0.15,0.85
