iteration,best_fitness,avg_fitness,current_temp,acceptance_rate
0,906.2664529724983,757.3517269513343,100.0,0.9866666666666667
1,906.2664529724983,573.0598519733061,96.38290236239705,0.99
2,906.2664529724983,324.3233288436626,92.89663867799362,0.9911111111111112
3,906.2664529724983,295.66942764814223,89.53647655495936,0.9833333333333333
4,906.2664529724983,190.6081767912388,86.29785477669701,0.984
5,906.2664529724983,179.64992382973273,83.17637711026707,0.9777777777777777
6,906.2664529724983,134.73180132524325,80.16780633876787,0.9771428571428571
7,906.2664529724983,132.55127459889434,77.2680585095702,0.9791666666666666
8,906.2664529724983,104.3269247797527,74.47319739059887,0.9762962962962963
9,906.2664529724983,124.96414531145005,71.77942912713614,0.9753333333333334
10,906.2664529724983,190.03734458141506,69.18309709189361,0.9727272727272728
11,906.2664529724983,334.50362229714244,66.68067692136218,0.97
12,906.2664529724983,246.10407470154775,64.26877173170193,0.9702564102564103
13,906.2664529724983,215.86862941092892,61.94410750767811,0.9695238095238096
14,906.2664529724983,232.49267438079943,59.703528658383654,0.9693333333333334
15,906.2664529724983,142.16640318916265,57.54399373371566,0.96875
16,906.2664529724983,86.15695335397318,55.462571295791044,0.9698039215686275
17,906.2664529724983,223.20038645946047,53.45643593969714,0.9688888888888889
18,906.2664529724983,399.5586462647383,51.52286445817562,0.9701754385964912
19,906.2664529724983,374.17066076734625,49.65923214503358,0.9686666666666667
20,906.2664529724983,236.3521938443131,47.863009232263806,0.9673015873015873
21,906.2664529724983,159.98081656810152,46.13175745603791,0.9672727272727273
22,906.2664529724983,210.76274277106884,44.46312674691084,0.9669565217391304
23,906.2664529724983,115.36748035210296,42.85485203974392,0.9661111111111111
24,906.2664529724983,159.59597307485183,41.3047501990161,0.9661333333333333
25,906.2664529724983,143.54528256914446,39.810717055349684,0.9664102564102565
26,906.2664529724983,169.48474265791344,38.37072454922784,0.9661728395061728
27,906.2664529724983,271.9188486749915,36.98281797802658,0.9647619047619047
28,906.2664529724983,256.7175165667595,35.645113342624384,0.9634482758620689
29,906.2664529724983,202.28209716500834,34.35579478998742,0.9617777777777777
30,906.2664529724983,256.8205282194032,33.11311214825907,0.9619354838709677
31,906.2664529724983,283.0232813243436,31.915378551007574,0.9610416666666667
32,906.2664529724983,324.0700691112392,30.76096814740704,0.9595959595959596
33,906.2664529724983,330.7793516910962,29.648313895243383,0.9582352941176471
34,906.2664529724983,325.2030368509697,28.575905433749426,0.9573333333333334
35,906.2664529724983,331.59044949954927,27.542287033381623,0.9561111111111111
36,906.2664529724983,416.9018740678646,26.546055619755354,0.9544144144144144
37,906.2664529724983,375.91397843594666,25.585858869056416,0.9531578947368421
38,906.2664529724983,282.73528634321883,24.66039337234335,0.9517948717948718
39,906.2664529724983,256.43693992485515,23.768402866248724,0.9505
40,906.2664529724983,315.8102146997342,22.908676527677688,0.9494308943089431
41,906.2664529724983,294.0797929170732,22.080047330188957,0.9480952380952381
42,906.2664529724983,316.3286299691378,21.28139045982708,0.9469767441860465
43,906.2664529724983,319.558846059147,20.511621788255614,0.9463636363636364
44,906.2664529724983,356.21139970079213,19.76969640111857,0.9457777777777778
45,906.2664529724983,462.10638546561063,19.054607179632434,0.9453623188405798
46,906.2664529724983,564.9618919690524,18.365383433483427,0.9438297872340425
47,906.2664529724983,586.95036179825,17.701089583174173,0.9426388888888889
48,906.2664529724983,540.1097950767074,17.060823890031198,0.9406802721088435
49,906.2664529724983,513.0857568000723,16.44371723214928,0.9401333333333334
50,906.2664529724983,512.4877467193583,15.848931924611097,0.9394771241830066
51,906.2664529724983,488.70562791424464,15.27566058238069,0.9387179487179487
52,906.2664529724983,565.2796487371717,14.723125024327153,0.9378616352201258
53,906.2664529724983,503.1151131535938,14.190575216890887,0.9364197530864198
54,906.2664529724983,541.9523340107056,13.677288255958457,0.9352727272727273
55,906.2664529724983,641.4316184579,13.182567385564038,0.9342857142857143
56,906.2664529724983,658.8980524942834,12.705741052085385,0.9336842105263158
57,906.2664529724983,650.0239652621201,12.246161992650455,0.9328735632183908
58,906.2664529724983,618.8466404664613,11.803206356517265,0.9317514124293785
59,906.2664529724983,616.4299987559356,11.376272858234278,0.9303333333333333
60,906.2664529724983,625.8783185770253,10.964781961431822,0.9286338797814208
61,906.2664529724983,643.9347568852912,10.568175092136556,0.9272043010752689
62,906.2664529724983,661.4483387018751,10.185913880541142,0.926031746031746
63,906.2664529724983,663.7329605844329,9.817479430199818,0.9246875
64,906.2664529724983,674.1904664566621,9.462371613657904,0.9236923076923077
65,906.2664529724983,716.1133001475281,9.120108393559072,0.9226262626262626
66,906.2664529724983,724.5201211648822,8.790225168308819,0.9211940298507463
67,906.2664529724983,702.0602112643742,8.47227414140594,0.9203921568627451
68,906.2664529724983,717.6702629269039,8.1658237135859,0.92
69,906.2664529724983,746.0069107796481,7.870457896950962,0.9188571428571428
70,906.2664529724983,785.5906156848456,7.585775750291814,0.9175586854460094
71,906.2664529724983,778.772039302157,7.311390834834151,0.9165740740740741
72,906.2664529724983,761.8648815350376,7.046930689671447,0.9153424657534247
73,906.2664529724983,754.2999104435307,6.792036326171823,0.9144144144144144
74,906.2664529724983,822.7005413225546,6.546361740672728,0.9129777777777778
75,906.2664529724983,855.0495050032572,6.309573444801911,0.911578947368421
76,906.2664529724983,873.7427242584282,6.0813500127871585,0.9104761904761904
77,906.2664529724983,889.1957244510949,5.861381645140267,0.9097435897435897
78,912.5334835722213,895.9046306628671,5.649369748123005,0.9091983122362869
79,978.6764413841548,956.7104619562523,5.445026528424193,0.9085
80,1017.5603348502246,991.9753097995801,5.248074602497708,0.9072427983539094
81,1046.5177260823195,1006.538988038778,5.058246620031123,0.9061788617886178
82,1049.2803533211677,1043.9909260517247,4.875284901033846,0.905140562248996
83,1049.2803533211677,1033.902394832729,4.6989410860521375,0.9045238095238095
84,1049.2803533211677,1026.5613057903672,4.528975799036191,0.9031372549019608
85,1076.3456606615032,1062.3201439575264,4.365158322401643,0.9019379844961241
86,1110.017425112114,1090.0871887137164,4.207266283844425,0.9006896551724138
87,1120.1402228730713,1108.1862769460977,4.055085354483823,0.8997727272727273
88,1137.7696203530354,1120.6540558470545,3.908408957924005,0.8987265917602997
89,1142.6072642781228,1134.7616627940545,3.767037989839074,0.8982222222222223
90,1142.6072642781228,1123.6667003891919,3.6307805477009993,0.8964102564102564
91,1142.6072642781228,1116.7622045249805,3.499451670283559,0.8955797101449275
92,1142.6072642781228,1120.3218809109976,3.3728730865886756,0.8951971326164875
93,1142.6072642781228,1131.3569999323038,3.2508729738543307,0.8941843971631206
94,1142.6072642781228,1128.8808238029305,3.1332857243155727,0.8930526315789473
95,1142.6072642781228,1136.6978357855464,3.0199517204020037,0.8923611111111112
96,1180.0236662205577,1150.5639279220195,2.910717118066593,0.8914776632302406
97,1180.4940999318396,1174.3870378910883,2.8054336379517015,0.8910204081632653
98,1180.4940999318396,1163.964888419722,2.703958364108832,0.8898989898989899
99,1180.4940999318396,1158.164567571891,2.606153549998884,0.8887333333333334
100,1180.4940999318396,1162.658637564877,2.511886431509569,0.8883828382838284
101,1180.4940999318396,1166.740584046726,2.4210290467361673,0.8879738562091504
102,1180.4940999318396,1163.6842834239696,2.333458062280992,0.8875080906148868
103,1184.7682606467893,1175.9104037507889,2.249054605835771,0.8869871794871795
104,1193.0348256408358,1183.885022097577,2.167704104819685,0.8859047619047619
105,1193.0348256408358,1190.1586466189915,2.08929613085403,0.8854716981132076
106,1222.8321533862654,1197.5131743480947,2.013724249862379,0.885171339563863
107,1222.8321533862654,1218.205566036003,1.9408858775927693,0.8839506172839506
108,1222.8321533862654,1212.2037106099417,1.870682140365792,0.8832415902140672
109,1222.8321533862654,1212.148721228029,1.8030177408595607,0.8826060606060606
110,1222.8321533862654,1213.5410697937673,1.7378008287493674,0.8818618618618619
111,1222.8321533862654,1211.757317545041,1.6749428760264296,0.8806547619047619
112,1222.8321533862654,1213.9005872071434,1.6143585568264787,0.880117994100295
113,1222.8321533862654,1214.162093667731,1.555965631605067,0.8790643274853801
114,1224.410719740067,1216.7154667634316,1.4996848355023662,0.8786086956521739
115,1224.410719740067,1209.2240613576557,1.4454397707459203,0.8782183908045977
116,1224.957753890898,1219.3406626617834,1.393156802945296,0.8777207977207977
117,1225.5488073386568,1221.72621760905,1.342764961137857,0.8774576271186441
118,1225.5488073386568,1221.1859954748722,1.2941958414499792,0.876358543417367
119,1228.413459493473,1224.4329068003876,1.2473835142429364,0.8758333333333334
120,1228.413459493473,1223.3879939765577,1.2022644346174065,0.8753168044077135
121,1239.4278963924894,1224.6731246609954,1.1587773561551198,0.8744262295081967
122,1239.4278963924894,1235.2953704768363,1.1168632477805551,0.8736043360433604
123,1239.5754702093038,1235.9039647660798,1.0764652136298292,0.8732258064516129
124,1239.5754702093038,1234.9366731618707,1.0375284158180071,0.8729066666666667
