iteration,best_fitness,avg_fitness,method
0,907.1567023915535,907.1567023915535,profit_distance
1,919.8197105029511,913.4882064472523,profit
2,640.0824734691276,822.3529621212107,nearest
3,640.0824734691276,776.78533995819,savings
