Execution_Time,Best_Fitness,Total_Profit,Unique_Clients_Visited,Total_Available_Clients,Coverage_Ratio,Number_of_Routes,Routes_Exceeding_TimeLimit,Avg_Route_Time,Route_Time_Std,Time_Efficiency,Constraints_Respected,Algorithm,Instance,Timestamp
34.14666938781738,1355.3621387089338,1206.0,51,62,0.8225806451612904,2,0,39.81515754585193,0.1781455848733042,0.004621061353701661,True,AntColony,p6.2.n,2024-11-19 18:59:56
