iteration,best_fitness,avg_fitness,diversity,mutation_rate,crossover_rate
0,220.76403677882848,182.4977764199819,0.40288737834375693,0.15,0.85
1,221.97768730103434,190.24159607634658,0.29203112174924684,0.15,0.85
2,221.97768730103434,200.7628373698012,0.17916813983929125,0.15,0.85
3,221.97768730103434,205.1572206526432,0.02081569437274038,0.15,0.85
4,221.97768730103434,201.24410489893143,0.0,0.15,0.85
5,221.97768730103434,209.3620708762022,0.0,0.15,0.85
6,221.97768730103434,204.37415275872868,0.0,0.15,0.85
7,221.97768730103434,211.39643129255134,0.0,0.15,0.85
8,221.97768730103434,208.04363322000552,0.0,0.15,0.85
9,221.97768730103434,208.17374818273225,0.0,0.15,0.85
10,221.97768730103434,205.0966740599802,0.0,0.15,0.85
11,221.97768730103434,205.73125701303934,0.0,0.15,0.85
12,221.97768730103434,198.1113058398271,0.0,0.15,0.85
13,221.97768730103434,199.5946731620799,0.0,0.15,0.85
14,221.97768730103434,211.29570311912312,0.0,0.15,0.85
15,221.97768730103434,203.6067857104696,0.0,0.15,0.85
16,221.97768730103434,207.81851372359733,0.0,0.15,0.85
17,221.97768730103434,205.1993396542724,0.0,0.15,0.85
18,221.97768730103434,203.47109503679295,0.0,0.15,0.85
19,221.97768730103434,210.51726145076833,0.0,0.15,0.85
20,221.97768730103434,206.23968933774674,0.0,0.15,0.85
21,221.97768730103434,196.55756150997786,0.0,0.15,0.85
22,221.97768730103434,208.77071086000296,0.0,0.15,0.85
23,221.97768730103434,197.49194980350305,0.0,0.15,0.85
24,221.97768730103434,207.9456266707109,0.0,0.15,0.85
25,221.97768730103434,202.75137588457136,0.0,0.15,0.85
26,221.97768730103434,197.90254410047763,0.0,0.15,0.85
27,221.97768730103434,200.63644749688214,0.0,0.15,0.85
28,221.97768730103434,203.0501457085078,0.0,0.15,0.85
29,221.97768730103434,206.64588424973934,0.0,0.15,0.85
30,221.97768730103434,205.6049201240349,0.0,0.15,0.85
31,221.97768730103434,203.22838475928566,0.0,0.15,0.85
32,221.97768730103434,202.75584947325115,0.0,0.15,0.85
33,221.97768730103434,205.5843781857855,0.0,0.15,0.85
34,221.97768730103434,209.92527516818262,0.0,0.15,0.85
35,221.97768730103434,209.9878431422422,0.0,0.15,0.85
36,221.97768730103434,204.97385364231542,0.0,0.15,0.85
37,221.97768730103434,209.75746952060464,0.0,0.15,0.85
38,221.97768730103434,207.78885559946877,0.0,0.15,0.85
39,221.97768730103434,210.1528384005402,0.0,0.15,0.85
40,221.97768730103434,204.61905177066117,0.0,0.15,0.85
41,221.97768730103434,210.40531900425972,0.0,0.15,0.85
42,221.97768730103434,204.93029388716988,0.0,0.15,0.85
43,221.97768730103434,207.003207385563,0.0,0.15,0.85
44,221.97768730103434,197.38118271672823,0.0,0.15,0.85
45,221.97768730103434,203.74857691195393,0.0,0.15,0.85
46,221.97768730103434,199.52080028789106,0.0,0.15,0.85
47,221.97768730103434,204.8152341145298,0.0,0.15,0.85
48,221.97768730103434,203.45528972907593,0.0,0.15,0.85
49,221.97768730103434,211.74062218565768,0.0,0.15,0.85
50,221.97768730103434,195.71100259692588,0.0,0.15,0.85
51,221.97768730103434,212.96156431266826,0.0,0.15,0.85
