iteration,best_fitness,avg_fitness,diversity,mutation_rate,crossover_rate
0,512.094047085801,433.6902075244279,0.32610016971511335,0.15,0.85
1,519.021270597548,435.1051016441956,0.2684402930887179,0.15,0.85
2,519.021270597548,459.8846463286224,0.24047898075770488,0.15,0.85
3,519.021270597548,497.0213815042812,0.1893892546735313,0.15,0.85
4,519.021270597548,490.0711679610237,0.014398111723052774,0.15,0.85
5,519.021270597548,503.95928720219473,0.0,0.15,0.85
6,519.021270597548,484.9513260053951,0.0,0.15,0.85
7,519.021270597548,493.0070563494476,0.0,0.15,0.85
8,519.021270597548,499.69899335931024,0.0,0.15,0.85
9,519.021270597548,487.0709250097771,0.0,0.15,0.85
10,519.021270597548,459.8453519186801,0.0,0.15,0.85
11,519.021270597548,484.1878888639737,0.0,0.15,0.85
12,519.021270597548,487.19022308108225,0.0,0.15,0.85
13,519.021270597548,485.06703036181557,0.0,0.15,0.85
14,519.021270597548,481.88774788282177,0.0,0.15,0.85
15,519.021270597548,491.3022514637291,0.0,0.15,0.85
16,519.021270597548,478.57272146408894,0.0,0.15,0.85
17,519.021270597548,480.4013291210141,0.0,0.15,0.85
18,519.021270597548,496.8804236184134,0.0,0.15,0.85
19,519.021270597548,463.6472817155668,0.0,0.15,0.85
20,519.021270597548,479.36693044531444,0.0,0.15,0.85
21,519.021270597548,492.8031690578589,0.0,0.15,0.85
22,519.021270597548,490.069582506985,0.0,0.15,0.85
23,519.021270597548,487.7966391351949,0.0,0.15,0.85
24,519.021270597548,506.7855481389971,0.0,0.15,0.85
25,519.021270597548,472.0648869501789,0.0,0.15,0.85
26,519.021270597548,486.15461386040096,0.0,0.15,0.85
27,519.021270597548,477.81820359601943,0.0,0.15,0.85
28,519.021270597548,482.8118711236003,0.0,0.15,0.85
29,519.021270597548,484.8123190864659,0.0,0.15,0.85
30,519.021270597548,493.51944162353794,0.0,0.15,0.85
31,519.021270597548,479.4456707382366,0.0,0.15,0.85
32,519.021270597548,483.3774423816724,0.0,0.15,0.85
33,519.021270597548,481.63419129562027,0.0,0.15,0.85
34,519.021270597548,489.20635360267573,0.0,0.15,0.85
35,519.021270597548,495.44318057925176,0.0,0.15,0.85
36,519.021270597548,492.8110605808744,0.0,0.15,0.85
37,519.021270597548,490.0809195993078,0.0,0.15,0.85
38,519.021270597548,501.0156904454596,0.0,0.15,0.85
39,519.021270597548,489.2705341400102,0.0,0.15,0.85
40,519.021270597548,486.248790708595,0.0,0.15,0.85
41,519.021270597548,494.00020775891545,0.0,0.15,0.85
42,519.021270597548,459.8723136802788,0.0,0.15,0.85
