iteration,best_fitness,avg_fitness,current_temp,acceptance_rate,diversity
0,213.66499083355288,88.47455877618485,100.0,0.9,0.0
1,213.66499083355288,49.81230487186824,96.38290236239705,0.89,0.0
2,213.66499083355288,34.418013935496006,92.89663867799362,0.9177777777777778,0.0
3,213.66499083355288,59.46009268540894,89.53647655495936,0.9166666666666666,0.0
4,213.66499083355288,61.477902610115734,86.29785477669701,0.924,0.0
5,213.66499083355288,64.12529167005273,83.17637711026707,0.9288888888888889,0.0
6,213.66499083355288,64.69041067828427,80.16780633876787,0.9266666666666666,0.0
7,213.66499083355288,75.80868127777082,77.2680585095702,0.9225,0.0
8,213.66499083355288,49.77773545453664,74.47319739059887,0.922962962962963,0.0
9,213.66499083355288,37.688320446859194,71.77942912713614,0.9246666666666666,0.0
10,213.66499083355288,77.31244456647597,69.18309709189361,0.9284848484848485,0.0
11,213.66499083355288,46.150912742240564,66.68067692136218,0.9277777777777778,0.0
12,213.66499083355288,55.76546798187348,64.26877173170193,0.9307692307692308,0.0
13,213.66499083355288,59.48825220924002,61.94410750767811,0.9333333333333333,0.0
14,213.66499083355288,48.76767182254947,59.703528658383654,0.9328888888888889,0.0
15,213.66499083355288,55.364744475938906,57.54399373371566,0.9341666666666667,0.0
16,213.66499083355288,50.9900169469002,55.462571295791044,0.9364705882352942,0.0
17,213.66499083355288,43.40311874673015,53.45643593969714,0.937037037037037,0.0
18,213.66499083355288,62.655653881016306,51.52286445817562,0.9343859649122807,0.0
19,213.66499083355288,60.55073699891349,49.65923214503358,0.9306666666666666,0.0
20,213.66499083355288,103.43540679530585,47.863009232263806,0.9307936507936508,0.0
21,213.66499083355288,69.76993012326841,46.13175745603791,0.9287878787878788,0.0
22,213.66499083355288,55.42682310881026,44.46312674691084,0.9289855072463769,0.0
23,213.66499083355288,63.992065573999,42.85485203974392,0.9269444444444445,0.0
24,213.66499083355288,67.89397724761002,41.3047501990161,0.9272,0.0
25,213.66499083355288,55.53573000568225,39.810717055349684,0.9261538461538461,0.0
26,213.66499083355288,45.60064818516988,38.37072454922784,0.9237037037037037,0.0
27,213.66499083355288,54.55658891865018,36.98281797802658,0.9228571428571428,0.0
28,213.66499083355288,59.428070504170854,35.645113342624384,0.9183908045977012,0.0
29,213.66499083355288,58.208031204682705,34.35579478998742,0.9182222222222223,0.0
30,213.66499083355288,72.00491390659285,33.11311214825907,0.9176344086021505,0.0
31,213.66499083355288,69.10963298258613,31.915378551007574,0.916875,0.0
32,213.66499083355288,70.13571515082107,30.76096814740704,0.9167676767676768,0.0
33,213.66499083355288,77.93551651176801,29.648313895243383,0.9150980392156862,0.0
34,213.66499083355288,66.30872172530786,28.575905433749426,0.9131428571428571,0.0
35,213.66499083355288,94.72407763735082,27.542287033381623,0.9081481481481481,0.0
36,213.66499083355288,72.20562258452593,26.546055619755354,0.9088288288288289,0.0
37,213.66499083355288,81.37431718894936,25.585858869056416,0.9035087719298246,0.0
38,213.66499083355288,51.07855672599868,24.66039337234335,0.9030769230769231,0.0
39,213.66499083355288,63.5216291322631,23.768402866248724,0.9031666666666667,0.0
40,213.66499083355288,106.22548032935129,22.908676527677688,0.9016260162601626,0.0
41,213.66499083355288,94.51651422302271,22.080047330188957,0.8990476190476191,0.0
42,213.66499083355288,79.64758499259395,21.28139045982708,0.8986046511627906,0.0
43,213.66499083355288,71.91733294138419,20.511621788255614,0.8986363636363637,0.0
44,213.66499083355288,69.98198906641913,19.76969640111857,0.8955555555555555,0.0
45,213.66499083355288,82.6517788396212,19.054607179632434,0.8939130434782608,0.0
46,213.66499083355288,87.7469909160435,18.365383433483427,0.8921985815602836,0.0
47,213.66499083355288,103.0463478502993,17.701089583174173,0.8880555555555556,0.0
48,213.66499083355288,96.60326072783535,17.060823890031198,0.8866666666666667,0.0
49,213.66499083355288,106.10602650148553,16.44371723214928,0.8845333333333333,0.0
50,213.66499083355288,133.8036145584915,15.848931924611097,0.881437908496732,0.0
51,213.66499083355288,116.32449898890268,15.27566058238069,0.8773076923076923,0.0
52,213.66499083355288,77.92700611966058,14.723125024327153,0.8748427672955975,0.0
53,213.66499083355288,105.66335490532786,14.190575216890887,0.8716049382716049,0.0
54,213.66499083355288,79.46678892041581,13.677288255958457,0.8704242424242424,0.0
55,213.66499083355288,90.48706256945293,13.182567385564038,0.8670238095238095,0.0
56,213.66499083355288,64.77809728277434,12.705741052085385,0.8664327485380117,0.0
57,213.66499083355288,88.7806466772905,12.246161992650455,0.8649425287356322,0.0
58,213.66499083355288,137.14087331602255,11.803206356517265,0.8612429378531073,0.0
59,213.66499083355288,129.85793576005466,11.376272858234278,0.8554444444444445,0.0
60,215.12099585333164,190.49679242437253,10.964781961431822,0.8523497267759563,0.0
61,215.12099585333164,152.69062308844636,10.568175092136556,0.8455913978494624,0.0
62,215.12099585333164,123.40130879416306,10.185913880541142,0.8404232804232804,0.0
63,215.12099585333164,115.90008799785433,9.817479430199818,0.8382291666666667,0.0
64,215.12099585333164,112.93237598877523,9.462371613657904,0.8338461538461538,0.0
65,215.12099585333164,113.18400218420874,9.120108393559072,0.8326262626262626,0.0
66,215.12099585333164,109.07691043217213,8.790225168308819,0.8288557213930349,0.0
67,215.12099585333164,122.22397570809,8.47227414140594,0.822843137254902,0.0
68,215.12099585333164,130.18991957519978,8.1658237135859,0.8193236714975846,0.0
69,215.12099585333164,118.92074311882126,7.870457896950962,0.818,0.0
70,215.12099585333164,123.8427107793285,7.585775750291814,0.8166197183098591,0.0
71,215.12099585333164,105.57522979983771,7.311390834834151,0.8136111111111111,0.0
72,215.12099585333164,130.68706599019185,7.046930689671447,0.8100456621004566,0.0
73,215.12099585333164,127.98294301770174,6.792036326171823,0.8095495495495495,0.0
74,215.12099585333164,113.48398253415294,6.546361740672728,0.8086222222222222,0.0
75,215.12099585333164,121.78188627783655,6.309573444801911,0.8041228070175439,0.0
76,215.12099585333164,133.27783371064035,6.0813500127871585,0.8005194805194805,0.0
77,215.12099585333164,152.39616747393535,5.861381645140267,0.7929059829059829,0.0
78,215.12099585333164,152.57764590005166,5.649369748123005,0.7870886075949367,0.0
79,215.12099585333164,169.1407156865222,5.445026528424193,0.7814166666666666,0.0
80,215.12099585333164,189.3390747404768,5.248074602497708,0.7795884773662551,0.0
81,215.12099585333164,163.8537181319058,5.058246620031123,0.7773983739837398,0.0
82,215.12099585333164,168.67409327664842,4.875284901033846,0.773574297188755,0.0
83,215.12099585333164,171.64239470601316,4.6989410860521375,0.7691269841269841,0.0
84,215.12099585333164,173.29385398777822,4.528975799036191,0.7653333333333333,0.0
85,215.12099585333164,161.18474557305302,4.365158322401643,0.7587596899224807,0.0
86,215.12099585333164,167.35091083477477,4.207266283844425,0.7527203065134099,0.0
87,215.12099585333164,166.30297177150632,4.055085354483823,0.7478787878787879,0.0
88,215.12099585333164,162.04605892852834,3.908408957924005,0.7423970037453184,0.0
89,215.12099585333164,158.34836186238178,3.767037989839074,0.7363703703703703,0.0
90,215.12099585333164,180.37450797924836,3.6307805477009993,0.7342124542124542,0.0
91,215.12099585333164,164.24382026242353,3.499451670283559,0.7292753623188406,0.0
92,215.12099585333164,164.92679974763936,3.3728730865886756,0.7244444444444444,0.0
93,215.12099585333164,162.2722073382092,3.2508729738543307,0.7190070921985816,0.0
94,215.12099585333164,165.46003977144164,3.1332857243155727,0.7146666666666667,0.0
95,215.12099585333164,156.2130509294885,3.0199517204020037,0.7086805555555555,0.0
96,215.12099585333164,175.05669686448556,2.910717118066593,0.7057044673539519,0.0
97,215.12099585333164,168.15621212200816,2.8054336379517015,0.7010204081632653,0.0
98,215.12099585333164,167.92554290779458,2.703958364108832,0.696969696969697,0.0
99,215.12099585333164,171.54802551969175,2.606153549998884,0.6928,0.0
100,215.12099585333164,189.34216470871937,2.511886431509569,0.6922112211221122,0.0
101,215.12099585333164,168.61912513397397,2.4210290467361673,0.6884313725490196,0.0
102,215.12099585333164,166.09992575281325,2.333458062280992,0.684336569579288,0.0
