Execution_Time,Best_Fitness,Total_Profit,Unique_Clients_Visited,Coverage_Ratio,Number_of_Routes,Routes_Exceeding_TimeLimit,Avg_Route_Time,Route_Time_Std,Time_Efficiency,Constraints_Respected,Algorithm,Instance,Timestamp
10.010130405426025,735.9232160294279,689.0,43,0.4387755102040816,4,0,41.52801016519547,0.4238657679301902,0.022870349054224248,True,AntColony,p4.4.m,2024-11-19 22:50:50
