iteration,best_fitness,avg_fitness,diversity,mutation_rate,crossover_rate
0,426.24644679501745,312.7171822438843,0.3142283766598165,0.15,0.85
1,429.7279303437792,360.15298349859455,0.26139125333305036,0.15,0.85
2,429.7279303437792,400.878226087998,0.1844578966372649,0.15,0.85
3,429.7279303437792,407.297930506911,0.04648272433507135,0.15,0.85
4,429.7279303437792,413.5999574693734,0.0,0.15,0.85
5,429.7279303437792,416.1334869241373,0.0,0.15,0.85
6,429.7279303437792,417.5605037955591,0.0,0.15,0.85
7,429.7279303437792,419.1144903530087,0.0,0.15,0.85
8,430.12555774455393,405.3389717428648,0.0,0.15,0.85
9,430.12555774455393,401.39809375547765,0.0,0.15,0.85
10,430.12555774455393,404.2243823613626,0.0,0.15,0.85
11,431.9626317565156,407.42102817592706,0.0,0.15,0.85
12,431.9626317565156,407.14457927005395,0.0,0.15,0.85
13,432.1398512059084,415.63327911999824,0.0,0.15,0.85
14,432.1398512059084,414.7072808774891,0.0,0.15,0.85
15,432.1398512059084,410.9699961675669,0.0,0.15,0.85
16,432.1398512059084,413.64753719674894,0.0,0.15,0.85
17,432.1398512059084,423.2313048530397,0.0,0.15,0.85
18,432.1398512059084,412.9624047224912,0.0,0.15,0.85
19,432.1398512059084,414.06165007590823,0.0,0.15,0.85
20,432.1398512059084,402.85008095661146,0.0,0.15,0.85
21,432.1398512059084,412.8520461796475,0.0,0.15,0.85
22,433.2683432695214,418.1373413288638,0.0,0.15,0.85
23,433.2683432695214,414.4933069259236,0.0,0.15,0.85
24,433.2683432695214,417.29377264147973,0.0,0.15,0.85
25,433.2683432695214,415.34701025305026,0.0,0.15,0.85
26,433.30524733989165,418.06637601096344,0.0,0.15,0.85
27,433.30524733989165,418.6189581291504,0.0,0.15,0.85
28,433.30524733989165,413.7186244754303,0.0,0.15,0.85
29,433.30524733989165,409.83665508188074,0.0,0.15,0.85
30,433.30524733989165,411.0386583879027,0.0,0.15,0.85
31,433.39516744787437,418.37370925788326,0.0,0.15,0.85
32,433.39516744787437,414.49475464943595,0.0,0.15,0.85
33,433.39516744787437,419.9497218840318,0.0,0.15,0.85
34,433.39516744787437,410.71816615887735,0.0,0.15,0.85
35,433.39516744787437,421.89452319895565,0.0,0.15,0.85
36,433.39516744787437,411.07288364882544,0.0,0.15,0.85
37,433.39516744787437,411.64517905868723,0.0,0.15,0.85
38,433.71801746059657,409.69023306565924,0.0,0.15,0.85
39,433.71801746059657,418.3461246744583,0.0,0.15,0.85
40,433.71801746059657,412.59176240357976,0.0,0.15,0.85
41,433.7711493220629,419.2383092583476,0.0,0.15,0.85
42,433.7711493220629,418.9756138884106,0.0,0.15,0.85
43,433.7711493220629,417.41158272881495,0.0,0.15,0.85
44,433.7711493220629,413.52003756613675,0.0,0.15,0.85
45,433.7711493220629,411.78375281191575,0.0,0.15,0.85
