iteration,best_fitness,avg_fitness,current_temp,acceptance_rate,diversity
0,60.69991860388666,40.139971091308496,100.0,0.9866666666666667,0.0
1,60.69991860388666,34.93808889292274,96.38290236239705,0.99,0.0
2,60.69991860388666,46.71296415804006,92.89663867799362,0.9888888888888889,0.0
3,60.69991860388666,42.50009022061562,89.53647655495936,0.9916666666666667,0.0
4,60.69991860388666,38.70879078026929,86.29785477669701,0.992,0.0
5,60.69991860388666,35.455707444816674,83.17637711026707,0.9922222222222222,0.0
6,60.69991860388666,38.16649994465788,80.16780633876787,0.9895238095238095,0.0
7,60.69991860388666,39.00722710751111,77.2680585095702,0.99,0.0
8,60.69991860388666,40.86053258765902,74.47319739059887,0.9896296296296296,0.0
9,60.69991860388666,47.42265146964806,71.77942912713614,0.9886666666666667,0.0
10,60.69991860388666,42.04770685869596,69.18309709189361,0.9890909090909091,0.0
11,60.69991860388666,34.541787321304106,66.68067692136218,0.9888888888888889,0.0
12,60.69991860388666,35.548195103383215,64.26877173170193,0.9897435897435898,0.0
13,60.69991860388666,41.21877895900955,61.94410750767811,0.9895238095238095,0.0
14,60.69991860388666,35.84686712730291,59.703528658383654,0.9897777777777778,0.0
15,60.69991860388666,36.96501167683203,57.54399373371566,0.99,0.0
16,60.69991860388666,42.240761542651896,55.462571295791044,0.9905882352941177,0.0
17,60.69991860388666,42.025304090723594,53.45643593969714,0.9903703703703703,0.0
18,60.69991860388666,38.593574818378215,51.52286445817562,0.9901754385964913,0.0
19,60.69991860388666,40.03035428898968,49.65923214503358,0.99,0.0
20,60.69991860388666,44.52978437329896,47.863009232263806,0.9901587301587301,0.0
21,60.69991860388666,40.9180048733991,46.13175745603791,0.99,0.0
22,60.69991860388666,42.177767563723826,44.46312674691084,0.9898550724637681,0.0
23,60.69991860388666,41.67708050317798,42.85485203974392,0.9894444444444445,0.0
24,60.69991860388666,36.6586116730278,41.3047501990161,0.9893333333333333,0.0
25,60.69991860388666,34.6698120216854,39.810717055349684,0.9897435897435898,0.0
26,60.69991860388666,44.56516770853713,38.37072454922784,0.9891358024691358,0.0
27,60.69991860388666,44.508545116143104,36.98281797802658,0.9880952380952381,0.0
28,60.69991860388666,41.65590125238078,35.645113342624384,0.987816091954023,0.0
29,60.69991860388666,43.209095948608514,34.35579478998742,0.9875555555555555,0.0
30,60.69991860388666,39.63332934517226,33.11311214825907,0.9875268817204301,0.0
31,60.69991860388666,40.28291903059486,31.915378551007574,0.9877083333333333,0.0
32,60.69991860388666,43.41707795182514,30.76096814740704,0.9872727272727273,0.0
33,60.69991860388666,28.65216246439934,29.648313895243383,0.9874509803921568,0.0
