iteration,best_fitness,avg_fitness,current_temp,acceptance_rate,diversity
0,67.08727039460811,34.019228258370894,100.0,0.9838709677419355,0.0
1,67.08727039460811,22.996617904617697,96.38290236239705,0.9919354838709677,0.0
2,67.08727039460811,48.09419877595049,92.89663867799362,0.9811827956989247,0.0
3,67.08727039460811,39.598269306804085,89.53647655495936,0.9798387096774194,0.0
4,67.08727039460811,30.256243051697687,86.29785477669701,0.9790322580645161,0.0
5,67.08727039460811,28.55736555513834,83.17637711026707,0.9798387096774194,0.0
6,67.08727039460811,35.99543974275866,80.16780633876787,0.9804147465437788,0.0
7,67.08727039460811,42.76863331657664,77.2680585095702,0.9788306451612904,0.0
8,67.08727039460811,32.441883104880965,74.47319739059887,0.9767025089605734,0.0
9,67.08727039460811,26.599634801277684,71.77942912713614,0.9774193548387097,0.0
10,67.08727039460811,26.348175325094434,69.18309709189361,0.9765395894428153,0.0
11,67.08727039460811,30.254750916781443,66.68067692136218,0.9771505376344086,0.0
12,67.08727039460811,25.730774733753645,64.26877173170193,0.9776674937965261,0.0
13,67.08727039460811,33.74236701310423,61.94410750767811,0.9775345622119815,0.0
14,67.08727039460811,35.98831897134102,59.703528658383654,0.9779569892473118,0.0
15,67.08727039460811,25.8899699042229,57.54399373371566,0.9783266129032258,0.0
16,67.08727039460811,37.398529447151894,55.462571295791044,0.9772296015180265,0.0
17,67.08727039460811,38.03318134274769,53.45643593969714,0.9762544802867383,0.0
18,67.08727039460811,25.39341236677832,51.52286445817562,0.9758064516129032,0.0
19,67.08727039460811,42.749132297994464,49.65923214503358,0.9754032258064517,0.0
20,67.08727039460811,51.14159168643035,47.863009232263806,0.9746543778801844,0.0
21,67.08727039460811,33.74480587848793,46.13175745603791,0.9754398826979472,0.0
22,67.08727039460811,40.97436042526859,44.46312674691084,0.9733520336605891,0.0
23,67.08727039460811,26.95473481163283,42.85485203974392,0.9734543010752689,0.0
24,67.08727039460811,30.096790803993493,41.3047501990161,0.9716129032258064,0.0
25,67.08727039460811,34.07498513599618,39.810717055349684,0.9696029776674938,0.0
26,67.08727039460811,38.927003941475895,38.37072454922784,0.970131421744325,0.0
27,67.08727039460811,51.02332254618452,36.98281797802658,0.9660138248847926,0.0
28,67.08727039460811,43.490325713168374,35.645113342624384,0.9652391546162402,0.0
29,67.08727039460811,38.62927044045816,34.35579478998742,0.9647849462365592,0.0
30,67.08727039460811,36.51541194218946,33.11311214825907,0.9648803329864725,0.0
31,67.08727039460811,39.29283842491133,31.915378551007574,0.9642137096774194,0.0
32,67.08727039460811,34.36398634679374,30.76096814740704,0.9640762463343109,0.0
33,67.08727039460811,27.491018000692645,29.648313895243383,0.9639468690702088,0.0
34,67.08727039460811,26.808947531617612,28.575905433749426,0.9640552995391705,0.0
35,67.08727039460811,51.12319991792659,27.542287033381623,0.9619175627240143,0.0
36,67.08727039460811,50.1372309291889,26.546055619755354,0.9612031386224935,0.0
37,67.08727039460811,48.47148496927812,25.585858869056416,0.9596774193548387,0.0
38,67.08727039460811,45.91458973451765,24.66039337234335,0.9582299421009098,0.0
39,67.08727039460811,33.905129735681754,23.768402866248724,0.9584677419354839,0.0
