iteration,best_fitness,avg_fitness,diversity,mutation_rate,crossover_rate,generations_without_improvement
0,724.9799755143115,456.2557376136188,0.6177739082102154,0.15,0.85,0
1,724.9799755143115,538.5966541730874,0.6870908382590698,0.15,0.85,1
2,724.9799755143115,620.2803029335312,0.679114180636927,0.15,0.85,2
3,724.9799755143115,668.0481927110146,0.48676449792366516,0.15,0.85,3
4,724.9799755143115,701.5323363839747,0.1875163912929452,0.15,0.85,4
5,724.9799755143115,705.8792700115856,0.011088709677419355,0.15,0.85,5
6,724.9799755143115,711.3524772372139,0.0,0.15,0.85,6
7,724.9799755143115,693.513915557372,0.0,0.15,0.85,7
8,724.9799755143115,706.983876064206,0.0,0.15,0.85,8
9,724.9799755143115,697.4359064179879,0.0,0.15,0.85,9
10,724.9799755143115,700.1680087937274,0.0,0.15,0.85,10
11,725.1629888308794,702.5516995514191,0.0,0.15,0.85,0
12,725.1629888308794,707.828940734877,0.0,0.15,0.85,1
13,725.1629888308794,707.8260194382606,0.0,0.15,0.85,2
14,725.1629888308794,702.9858114427808,0.0,0.15,0.85,3
15,725.1629888308794,702.7133576719534,0.0,0.15,0.85,4
16,725.1629888308794,702.1761952311948,0.0,0.15,0.85,5
17,725.1629888308794,715.7194794168271,0.0,0.15,0.85,6
18,725.1629888308794,714.0402368666066,0.0,0.15,0.85,7
19,725.1629888308794,711.7820474892338,0.0,0.15,0.85,8
20,725.1629888308794,708.6574316620175,0.0,0.15,0.85,9
21,725.1629888308794,705.6126282208135,0.0,0.15,0.85,10
22,725.1629888308794,703.2405866740634,0.0,0.15,0.85,11
23,725.1629888308794,695.10653472443,0.0,0.15,0.85,12
24,725.1629888308794,710.2709422239981,0.0,0.15,0.85,13
25,725.1629888308794,707.4934235486407,0.0,0.15,0.85,14
26,725.1629888308794,694.5459247185922,0.0,0.15,0.85,15
27,725.1629888308794,710.5881069646812,0.0,0.15,0.85,16
28,725.1629888308794,711.9012580103123,0.0,0.15,0.85,17
29,725.1629888308794,706.591300994072,0.0,0.15,0.85,18
30,725.1629888308794,705.4541441383219,0.0,0.15,0.85,19
31,725.1629888308794,706.2003687823694,0.0,0.15,0.85,20
32,725.1629888308794,708.3087112737205,0.0,0.15,0.85,21
33,725.1629888308794,705.7539514496409,0.0,0.15,0.85,22
34,725.1629888308794,709.4890057757543,0.0,0.15,0.85,23
35,725.1629888308794,706.2663168002804,0.0,0.15,0.85,24
36,725.1629888308794,710.3774423818842,0.0,0.15,0.85,25
37,725.3746149887314,713.4333881808747,0.0,0.15,0.85,0
38,725.3746149887314,708.2408868366218,0.0,0.15,0.85,1
39,725.3746149887314,705.0754559095327,0.0,0.15,0.85,2
40,725.3746149887314,701.3541431480393,0.0,0.15,0.85,3
41,725.3746149887314,706.1274265622222,0.0,0.15,0.85,4
42,725.3746149887314,696.7498773488529,0.0,0.15,0.85,5
43,725.3746149887314,692.7089288080789,0.0,0.15,0.85,6
44,725.3746149887314,699.049760039285,0.0,0.15,0.85,7
45,725.3746149887314,713.3078269809815,0.0,0.15,0.85,8
46,725.3746149887314,714.9979952802767,0.0,0.15,0.85,9
47,725.3746149887314,708.8225842706275,0.0,0.15,0.85,10
48,725.3746149887314,711.1270250787451,0.0,0.15,0.85,11
49,725.3746149887314,702.1048516821022,0.0,0.15,0.85,12
50,725.3746149887314,696.8930564012272,0.0,0.15,0.85,13
51,725.3746149887314,702.7188708655216,0.0,0.15,0.85,14
52,725.3746149887314,707.3615312124922,0.0,0.15,0.85,15
53,725.3746149887314,700.8951666186042,0.0,0.15,0.85,16
54,725.3746149887314,699.3908896416561,0.0,0.15,0.85,17
55,725.3746149887314,705.4182509518017,0.0,0.15,0.85,18
56,725.3746149887314,706.5255786136746,0.0,0.15,0.85,19
57,725.3746149887314,704.3920601792564,0.0,0.15,0.85,20
58,725.3746149887314,699.8748206860179,0.0,0.15,0.85,21
59,725.3746149887314,701.5842888657793,0.0,0.15,0.85,22
60,725.3746149887314,697.0621600580439,0.0,0.15,0.85,23
61,725.3746149887314,691.7258967675706,0.0,0.15,0.85,24
62,725.3746149887314,714.1305396467292,0.0,0.15,0.85,25
63,725.3746149887314,703.6688658218005,0.0,0.15,0.85,26
64,725.3746149887314,707.0623514692941,0.0,0.15,0.85,27
65,725.3746149887314,702.8793498136872,0.0,0.15,0.85,28
66,725.3746149887314,706.1242488247868,0.0,0.15,0.85,29
67,725.3746149887314,708.8196201853938,0.0,0.15,0.85,30
68,725.3746149887314,709.21936113211,0.0,0.15,0.85,31
69,725.3746149887314,702.917976721722,0.0,0.15,0.85,32
70,725.3746149887314,704.69987876481,0.0,0.15,0.85,33
71,725.3746149887314,715.2202599987936,0.0,0.15,0.85,34
72,725.3746149887314,699.1035040552705,0.0,0.15,0.85,35
73,725.3746149887314,706.9168388947554,0.0,0.15,0.85,36
74,725.3746149887314,699.7452629271346,0.0,0.15,0.85,37
75,725.3746149887314,698.4850911232277,0.0,0.15,0.85,38
76,725.3746149887314,701.6118427403171,0.0,0.15,0.85,39
77,725.3746149887314,704.1752790560687,0.0,0.15,0.85,40
78,725.3746149887314,711.1076576469712,0.0,0.15,0.85,41
