iteration,best_fitness,avg_fitness,current_temp,acceptance_rate
0,0,0.0,100.0,1.0
1,0,0.0,96.38290236239705,1.0
2,0,0.0,92.89663867799362,1.0
3,0,0.0,89.53647655495936,1.0
4,0,0.0,86.29785477669701,1.0
5,0,0.0,83.17637711026707,1.0
6,0,0.0,80.16780633876787,1.0
7,0,0.0,77.2680585095702,1.0
8,0,0.0,74.47319739059887,1.0
9,0,0.0,71.77942912713614,1.0
10,0,0.0,69.18309709189361,1.0
11,0,0.0,66.68067692136218,1.0
12,0,0.0,64.26877173170193,1.0
13,0,0.0,61.94410750767811,1.0
14,0,0.0,59.703528658383654,1.0
15,0,0.0,57.54399373371566,1.0
16,0,0.0,55.462571295791044,1.0
17,0,0.0,53.45643593969714,1.0
18,0,0.0,51.52286445817562,1.0
19,0,0.0,49.65923214503358,1.0
20,0,0.0,47.863009232263806,1.0
21,0,0.0,46.13175745603791,1.0
22,0,0.0,44.46312674691084,1.0
23,0,0.0,42.85485203974392,1.0
24,0,0.0,41.3047501990161,1.0
25,0,0.0,39.810717055349684,1.0
26,0,0.0,38.37072454922784,1.0
27,0,0.0,36.98281797802658,1.0
28,0,0.0,35.645113342624384,1.0
29,0,0.0,34.35579478998742,1.0
30,0,0.0,33.11311214825907,1.0
31,0,0.0,31.915378551007574,1.0
32,0,0.0,30.76096814740704,1.0
33,0,0.0,29.648313895243383,1.0
34,0,0.0,28.575905433749426,1.0
35,0,0.0,27.542287033381623,1.0
36,0,0.0,26.546055619755354,1.0
37,0,0.0,25.585858869056416,1.0
38,0,0.0,24.66039337234335,1.0
39,0,0.0,23.768402866248724,1.0
40,0,0.0,22.908676527677688,1.0
41,0,0.0,22.080047330188957,1.0
42,0,0.0,21.28139045982708,1.0
43,0,0.0,20.511621788255614,1.0
44,0,0.0,19.76969640111857,1.0
45,0,0.0,19.054607179632434,1.0
46,0,0.0,18.365383433483427,1.0
47,0,0.0,17.701089583174173,1.0
48,0,0.0,17.060823890031198,1.0
49,0,0.0,16.44371723214928,1.0
50,0,0.0,15.848931924611097,1.0
51,0,0.0,15.27566058238069,1.0
52,0,0.0,14.723125024327153,1.0
53,0,0.0,14.190575216890887,1.0
54,0,0.0,13.677288255958457,1.0
55,0,0.0,13.182567385564038,1.0
56,0,0.0,12.705741052085385,1.0
57,0,0.0,12.246161992650455,1.0
58,0,0.0,11.803206356517265,1.0
59,0,0.0,11.376272858234278,1.0
60,0,0.0,10.964781961431822,1.0
61,0,0.0,10.568175092136556,1.0
62,0,0.0,10.185913880541142,1.0
63,0,0.0,9.817479430199818,1.0
64,0,0.0,9.462371613657904,1.0
65,0,0.0,9.120108393559072,1.0
66,0,0.0,8.790225168308819,1.0
67,0,0.0,8.47227414140594,1.0
68,0,0.0,8.1658237135859,1.0
69,0,0.0,7.870457896950962,1.0
70,0,0.0,7.585775750291814,1.0
71,0,0.0,7.311390834834151,1.0
72,0,0.0,7.046930689671447,1.0
73,0,0.0,6.792036326171823,1.0
74,0,0.0,6.546361740672728,1.0
75,0,0.0,6.309573444801911,1.0
76,0,0.0,6.0813500127871585,1.0
77,0,0.0,5.861381645140267,1.0
78,0,0.0,5.649369748123005,1.0
79,0,0.0,5.445026528424193,1.0
80,0,0.0,5.248074602497708,1.0
81,0,0.0,5.058246620031123,1.0
82,0,0.0,4.875284901033846,1.0
83,0,0.0,4.6989410860521375,1.0
84,0,0.0,4.528975799036191,1.0
85,0,0.0,4.365158322401643,1.0
86,0,0.0,4.207266283844425,1.0
87,0,0.0,4.055085354483823,1.0
88,0,0.0,3.908408957924005,1.0
89,0,0.0,3.767037989839074,1.0
90,0,0.0,3.6307805477009993,1.0
91,0,0.0,3.499451670283559,1.0
92,0,0.0,3.3728730865886756,1.0
93,0,0.0,3.2508729738543307,1.0
94,0,0.0,3.1332857243155727,1.0
95,0,0.0,3.0199517204020037,1.0
96,0,0.0,2.910717118066593,1.0
97,0,0.0,2.8054336379517015,1.0
98,0,0.0,2.703958364108832,1.0
99,0,0.0,2.606153549998884,1.0
100,0,0.0,2.511886431509569,1.0
101,0,0.0,2.4210290467361673,1.0
102,0,0.0,2.333458062280992,1.0
103,0,0.0,2.249054605835771,1.0
104,0,0.0,2.167704104819685,1.0
105,0,0.0,2.08929613085403,1.0
106,0,0.0,2.013724249862379,1.0
107,0,0.0,1.9408858775927693,1.0
108,0,0.0,1.870682140365792,1.0
109,0,0.0,1.8030177408595607,1.0
110,0,0.0,1.7378008287493674,1.0
111,0,0.0,1.6749428760264296,1.0
112,0,0.0,1.6143585568264787,1.0
113,0,0.0,1.555965631605067,1.0
114,0,0.0,1.4996848355023662,1.0
115,0,0.0,1.4454397707459203,1.0
116,0,0.0,1.393156802945296,1.0
117,0,0.0,1.342764961137857,1.0
118,0,0.0,1.2941958414499792,1.0
119,0,0.0,1.2473835142429364,1.0
120,0,0.0,1.2022644346174065,1.0
121,0,0.0,1.1587773561551198,1.0
122,0,0.0,1.1168632477805551,1.0
123,0,0.0,1.0764652136298292,1.0
124,0,0.0,1.0375284158180071,1.0
