Execution_Time,Best_Fitness,Total_Profit,Unique_Clients_Visited,Total_Available_Clients,Coverage_Ratio,Number_of_Routes,Routes_Exceeding_TimeLimit,Avg_Route_Time,Route_Time_Std,Time_Efficiency,Constraints_Respected,Algorithm,Instance,Timestamp
0.6063029766082764,1239.1371781530916,1117.0,71,98,0.7244897959183674,4,0,59.59771915113567,0.4843245863080661,0.00670468081440545,True,Baseline,p4.4.t,2024-11-19 19:09:47
