iteration,best_fitness,avg_fitness,diversity,mutation_rate,crossover_rate,generations_without_improvement
0,681.9739936652456,485.9246529367003,0.8681109535161662,0.15,0.85,0
1,683.9953914219687,532.7854617048766,0.9096377781081727,0.15,0.85,0
2,683.9953914219687,601.3950030925339,0.8436210102438608,0.15,0.85,1
3,683.9953914219687,625.8533240501364,0.590745478901676,0.15,0.85,2
4,683.9953914219687,660.6489504896987,0.05226644480015403,0.15,0.85,3
5,683.9953914219687,626.7600286189236,0.0,0.15,0.85,4
6,683.9953914219687,662.9612678223368,0.0,0.15,0.85,5
7,683.9953914219687,658.6603311100249,0.0,0.15,0.85,6
8,683.9953914219687,646.2577545438741,0.0,0.15,0.85,7
9,683.9953914219687,643.1061252643377,0.0,0.15,0.85,8
10,683.9953914219687,660.0428087700946,0.0,0.15,0.85,9
11,683.9953914219687,648.1484351334285,0.0,0.15,0.85,10
12,683.9953914219687,656.9020820594644,0.0,0.15,0.85,11
13,683.9953914219687,654.7211703492086,0.0,0.15,0.85,12
14,683.9953914219687,634.4249902478773,0.0,0.15,0.85,13
15,683.9953914219687,636.8598154078167,0.0,0.15,0.85,14
16,683.9953914219687,644.4631906455037,0.0,0.15,0.85,15
17,683.9953914219687,648.6718594308267,0.0,0.15,0.85,16
18,683.9953914219687,636.6598955741393,0.0,0.15,0.85,17
19,683.9953914219687,647.0667894368601,0.0,0.15,0.85,18
20,683.9953914219687,671.070291345149,0.0,0.15,0.85,19
21,683.9953914219687,655.2678374629097,0.0,0.15,0.85,20
22,683.9953914219687,637.8252094030768,0.0,0.15,0.85,21
23,683.9953914219687,660.578290835506,0.0,0.15,0.85,22
24,683.9953914219687,631.6459073350965,0.0,0.15,0.85,23
25,683.9953914219687,624.0263608415249,0.0,0.15,0.85,24
26,683.9953914219687,653.3531794497341,0.0,0.15,0.85,25
27,683.9953914219687,648.6878221725296,0.0,0.15,0.85,26
28,683.9953914219687,648.3098280584655,0.0,0.15,0.85,27
29,683.9953914219687,653.4763843333106,0.0,0.15,0.85,28
30,683.9953914219687,655.5492352612985,0.0,0.15,0.85,29
31,683.9953914219687,649.1810060592352,0.0,0.15,0.85,30
32,683.9953914219687,651.6311274609391,0.0,0.15,0.85,31
33,683.9953914219687,635.7897811371272,0.0,0.15,0.85,32
34,683.9953914219687,649.1642695050322,0.0,0.15,0.85,33
35,683.9953914219687,670.2403098967613,0.0,0.15,0.85,34
36,683.9953914219687,649.3747256564372,0.0,0.15,0.85,35
37,683.9953914219687,631.0996277959073,0.0,0.15,0.85,36
38,683.9953914219687,642.4442006006984,0.0,0.15,0.85,37
39,683.9953914219687,659.1925859065275,0.0,0.15,0.85,38
40,683.9953914219687,647.9978517553748,0.0,0.15,0.85,39
41,683.9953914219687,646.8328903880484,0.0,0.15,0.85,40
42,683.9953914219687,650.3091283779077,0.0,0.15,0.85,41
