iteration,best_fitness,avg_fitness,diversity,pheromone_avg,exploitation_rate
0,556.9299251294017,407.21750570413826,0.6628407715088429,1.831646825396925,0.7
1,556.9299251294017,403.3033815147225,0.6711589867174116,1.6887875787603972,0.7016
2,556.9299251294017,411.42051449837294,0.6633461328814713,1.5588993229580557,0.7031999999999999
3,556.9299251294017,411.839593145868,0.6690998260733594,1.441948408023576,0.7048
4,556.9299251294017,400.5860405949696,0.6705035624973669,1.3376700100233168,0.7063999999999999
5,556.9299251294017,413.4929185361029,0.6741183120984914,1.2469872605298638,0.708
6,556.9299251294017,411.9392824085688,0.6655863073253203,1.1629488366910568,0.7096
7,556.9299251294017,408.59385987141894,0.6099041857118153,1.0843727796168743,0.7111999999999999
8,556.9299251294017,416.6412180683328,0.6734175443575745,1.0148613305605427,0.7128
9,556.9299251294017,408.6710107118088,0.6422160859369914,0.9528384193797221,0.7143999999999999
10,556.9299251294017,416.43411230017705,0.6524389880022672,0.8988724194709176,0.716
11,556.9299251294017,413.7189483766405,0.6593083299042507,0.8509018224089496,0.7176
12,556.9299251294017,409.7136596613786,0.6962562598155666,0.8069429842037412,0.7192
13,556.9299251294017,417.7336196622669,0.6489813403835817,0.7667087284305826,0.7208
14,556.9299251294017,420.3379458405996,0.5947081286648103,0.7248570898010934,0.7223999999999999
15,556.9299251294017,423.2807456623154,0.6583917679331102,0.6939097017103096,0.724
16,556.9299251294017,422.6275925007692,0.6138846066005356,0.6608913343298773,0.7255999999999999
17,556.9299251294017,425.34753453193474,0.6254044337572195,0.6349716897025843,0.7272
18,556.9299251294017,420.9935095611636,0.6333726425386595,0.6098811068677916,0.7288
19,556.9299251294017,416.2557075230049,0.649770689385724,0.587218569899751,0.7303999999999999
20,556.9299251294017,419.76729967842004,0.6184950217123101,0.5635556203588942,0.732
21,556.9299251294017,428.7476814774848,0.6212215735903861,0.546611901404865,0.7335999999999999
22,556.9299251294017,414.5483472659601,0.6778668962422894,0.5311046315568205,0.7352
23,556.9299251294017,425.4947386000369,0.6178748302084855,0.5127845307334359,0.7368
24,556.9299251294017,419.56304839472625,0.6261319814456003,0.4989201236860838,0.7384
25,556.9299251294017,422.3687635278114,0.6317144054283349,0.48633238978830373,0.74
26,556.9299251294017,425.43204370080593,0.6434155322566337,0.4754676434919144,0.7415999999999999
27,556.9299251294017,431.0046469743308,0.6136776863206077,0.4613280872902894,0.7432
28,556.9299251294017,418.5578315465234,0.6722067068131387,0.4526369296882376,0.7448
29,556.9299251294017,421.0164157851125,0.6246569064012388,0.44295546747176023,0.7464
30,556.9299251294017,424.15483230559647,0.5951853664132726,0.43262830016715115,0.748
31,556.9299251294017,434.6793056722932,0.6117200399963403,0.42789226801404695,0.7495999999999999
32,565.4334596536439,426.57160457475777,0.5939912864768885,0.4182157029268849,0.7512
