iteration,best_fitness,avg_fitness,current_temp,acceptance_rate
0,380.5590422851422,224.280248012267,100.0,0.9666666666666667
1,380.5590422851422,127.30193338758247,96.38290236239705,0.97
2,380.5590422851422,85.47527735127929,92.89663867799362,0.98
3,380.5590422851422,113.37336128679657,89.53647655495936,0.9783333333333334
4,380.5590422851422,83.09428877254591,86.29785477669701,0.9786666666666667
5,380.5590422851422,82.70720456652009,83.17637711026707,0.9811111111111112
6,380.5590422851422,106.45248262676091,80.16780633876787,0.9828571428571429
7,380.5590422851422,111.04436852800687,77.2680585095702,0.9833333333333333
8,380.5590422851422,107.61720196776864,74.47319739059887,0.9814814814814815
9,380.5590422851422,114.00823753015882,71.77942912713614,0.98
10,380.5590422851422,92.50101219004799,69.18309709189361,0.9806060606060606
11,380.5590422851422,114.54981179124343,66.68067692136218,0.9805555555555555
12,380.5590422851422,110.68043229020303,64.26877173170193,0.981025641025641
13,380.5590422851422,67.85378729948482,61.94410750767811,0.981904761904762
14,380.5590422851422,70.06654832128147,59.703528658383654,0.9822222222222222
15,380.5590422851422,75.45730090341411,57.54399373371566,0.9825
16,380.5590422851422,105.23444156173531,55.462571295791044,0.9823529411764705
17,380.5590422851422,130.14971564666146,53.45643593969714,0.9807407407407407
18,380.5590422851422,126.3752223798323,51.52286445817562,0.9803508771929824
19,380.5590422851422,114.86991762698766,49.65923214503358,0.9803333333333333
20,380.5590422851422,98.93350163804845,47.863009232263806,0.98
21,380.5590422851422,81.72423748774744,46.13175745603791,0.9790909090909091
22,380.5590422851422,87.87336473539794,44.46312674691084,0.9788405797101449
23,380.5590422851422,74.64360973395482,42.85485203974392,0.9786111111111111
24,380.5590422851422,91.29523224960019,41.3047501990161,0.9789333333333333
25,380.5590422851422,120.91848411146319,39.810717055349684,0.9784615384615385
26,380.5590422851422,92.56177677703457,38.37072454922784,0.9782716049382716
27,380.5590422851422,150.0902917312273,36.98281797802658,0.9773809523809524
28,380.5590422851422,133.396100515555,35.645113342624384,0.9772413793103448
29,380.5590422851422,107.9223220883077,34.35579478998742,0.9764444444444444
30,380.5590422851422,116.22463838405561,33.11311214825907,0.9748387096774194
31,380.5590422851422,105.1663306332563,31.915378551007574,0.97375
32,380.5590422851422,102.48447117380987,30.76096814740704,0.9735353535353536
33,380.5590422851422,112.95903309771104,29.648313895243383,0.972156862745098
34,380.5590422851422,106.83623348107518,28.575905433749426,0.972
35,380.5590422851422,86.53365281654733,27.542287033381623,0.972037037037037
36,380.5590422851422,123.45137249227807,26.546055619755354,0.9713513513513513
37,380.5590422851422,92.00854126060133,25.585858869056416,0.9715789473684211
38,380.5590422851422,104.23542642638334,24.66039337234335,0.9714529914529915
39,380.5590422851422,145.16388339678386,23.768402866248724,0.9705
40,380.5590422851422,176.08865721123212,22.908676527677688,0.9691056910569106
41,380.5590422851422,137.72066595861554,22.080047330188957,0.9687301587301588
