iteration,best_fitness,avg_fitness,diversity,pheromone_avg,exploitation_rate
0,185.72734909158788,166.9235613753892,0.21373362257925294,1.802556409302731,0.7
1,185.72734909158788,167.83408993342974,0.21459871647119538,1.6249533901670372,0.7016
2,185.73400426757357,168.32770506305317,0.20573854879894377,1.4650362392212959,0.7031999999999999
3,186.92553648092752,167.4506377923676,0.22088201234509186,1.3212477360546548,0.7048
4,186.92553648092752,169.27842185723955,0.20338941992633056,1.1919219742943552,0.7063999999999999
5,186.92553648092752,168.10806381384006,0.21231695373977094,1.0754154610192914,0.708
6,186.92553648092752,168.16219693970586,0.2072389147019983,0.9705738532866409,0.7096
7,186.92553648092752,168.49918567379268,0.21326490859376368,0.8762845520056165,0.7111999999999999
8,186.92553648092752,169.3170683885377,0.21553621223419683,0.7914027865081766,0.7128
9,186.92553648092752,168.59803029442682,0.19335077847829213,0.7149289442851028,0.7143999999999999
10,186.92553648092752,169.59026018145275,0.1875157842406122,0.6461523358064291,0.716
11,186.92553648092752,169.64828329643345,0.19634935484599408,0.5841307447096096,0.7176
12,186.92553648092752,169.0291580113445,0.19437809865997477,0.5282520911588744,0.7192
13,186.92553648092752,169.48302719300946,0.19400968382846917,0.4780478895636074,0.7208
14,186.92553648092752,170.29409214694869,0.18920609989065856,0.4328959465870557,0.7223999999999999
15,186.92553648092752,169.72730910717127,0.1928328509670765,0.392347298698832,0.724
16,186.92553648092752,169.94270726039795,0.19779860904692625,0.3556265546521952,0.7255999999999999
17,186.92553648092752,169.16709796367036,0.19645472797150257,0.3225771739408621,0.7272
18,186.92553648092752,168.3134094791074,0.19608962104263575,0.29287653751802434,0.7288
19,186.92553648092752,170.86471300216294,0.1874413938038088,0.2660962190804964,0.7303999999999999
20,186.92553648092752,168.12732880030967,0.21016463899013824,0.24223699212125396,0.732
21,186.92553648092752,170.6755352032121,0.1794332274734912,0.22056593510648262,0.7335999999999999
22,186.92553648092752,170.62091847663487,0.1899601487252422,0.20101165155220102,0.7352
23,186.92553648092752,169.03177938283253,0.19483036178337754,0.1833056703565801,0.7368
24,186.92553648092752,170.62185591480375,0.1835212527964169,0.16766517826104183,0.7384
25,186.92553648092752,170.27997382525237,0.19114930061237975,0.15329091918648433,0.74
26,186.92553648092752,170.70100980427702,0.186341807335091,0.14040742928363553,0.7415999999999999
27,186.92553648092752,170.45845262984832,0.1834359704426763,0.12887448840097324,0.7432
28,186.92553648092752,168.07583655079063,0.19048182044154857,0.11861458046818278,0.7448
29,186.92553648092752,169.74350588990654,0.19849795841741777,0.10931533830088233,0.7464
30,186.92553648092752,171.40813637396442,0.17840286186594478,0.10096566546711695,0.748
31,186.92553648092752,170.02516736136542,0.1809491716337311,0.09352289029774861,0.7495999999999999
32,186.92553648092752,170.18280062694637,0.18261882288727327,0.0866329120691912,0.7512
