iteration,best_fitness,avg_fitness,diversity
0,29.511935214987112,29.51193521498714,0.0
1,29.511935214987112,29.51193521498714,0.0
2,29.511935214987112,29.51193521498714,0.0
3,29.511935214987112,29.51193521498714,0.0
4,29.511935214987112,29.51193521498714,0.0
5,29.511935214987112,29.51193521498714,0.0
6,29.511935214987112,29.51193521498714,0.0
7,29.511935214987112,29.51193521498714,0.0
8,29.511935214987112,29.51193521498714,0.0
9,29.511935214987112,29.51193521498714,0.0
10,29.511935214987112,29.51193521498714,0.0
11,29.511935214987112,29.51193521498714,0.0
12,29.511935214987112,29.51193521498714,0.0
13,29.511935214987112,29.51193521498714,0.0
14,29.511935214987112,29.51193521498714,0.0
15,29.511935214987112,29.51193521498714,0.0
16,29.511935214987112,29.51193521498714,0.0
17,29.511935214987112,29.51193521498714,0.0
18,29.511935214987112,29.51193521498714,0.0
19,29.511935214987112,29.51193521498714,0.0
20,29.511935214987112,29.51193521498714,0.0
21,29.511935214987112,29.51193521498714,0.0
22,29.511935214987112,29.51193521498714,0.0
23,29.511935214987112,29.51193521498714,0.0
24,29.511935214987112,29.51193521498714,0.0
25,29.511935214987112,29.51193521498714,0.0
26,29.511935214987112,29.51193521498714,0.0
27,29.511935214987112,29.51193521498714,0.0
28,29.511935214987112,29.51193521498714,0.0
29,29.511935214987112,29.51193521498714,0.0
30,29.511935214987112,29.51193521498714,0.0
31,29.511935214987112,29.51193521498714,0.0
32,29.511935214987112,29.51193521498714,0.0
33,29.511935214987112,29.51193521498714,0.0
34,29.511935214987112,29.51193521498714,0.0
35,29.511935214987112,29.51193521498714,0.0
36,29.511935214987112,29.51193521498714,0.0
37,29.511935214987112,29.51193521498714,0.0
38,29.511935214987112,29.51193521498714,0.0
39,29.511935214987112,29.51193521498714,0.0
40,29.511935214987112,29.51193521498714,0.0
41,29.511935214987112,29.51193521498714,0.0
42,29.511935214987112,29.51193521498714,0.0
43,29.511935214987112,29.51193521498714,0.0
44,29.511935214987112,29.51193521498714,0.0
45,29.511935214987112,29.51193521498714,0.0
46,29.511935214987112,29.51193521498714,0.0
47,29.511935214987112,29.51193521498714,0.0
48,29.511935214987112,29.51193521498714,0.0
49,29.511935214987112,29.51193521498714,0.0
50,29.511935214987112,29.51193521498714,0.0
51,29.511935214987112,29.51193521498714,0.0
52,29.511935214987112,29.51193521498714,0.0
53,29.511935214987112,29.51193521498714,0.0
54,29.511935214987112,29.51193521498714,0.0
55,29.511935214987112,29.51193521498714,0.0
56,29.511935214987112,29.51193521498714,0.0
57,29.511935214987112,29.51193521498714,0.0
58,29.511935214987112,29.51193521498714,0.0
59,29.511935214987112,29.51193521498714,0.0
60,29.511935214987112,29.51193521498714,0.0
61,29.511935214987112,29.51193521498714,0.0
62,29.511935214987112,29.51193521498714,0.0
63,29.511935214987112,29.51193521498714,0.0
64,29.511935214987112,29.51193521498714,0.0
65,29.511935214987112,29.51193521498714,0.0
66,29.511935214987112,29.51193521498714,0.0
67,29.511935214987112,29.51193521498714,0.0
68,29.511935214987112,29.51193521498714,0.0
69,29.511935214987112,29.51193521498714,0.0
70,29.511935214987112,29.51193521498714,0.0
71,29.511935214987112,29.51193521498714,0.0
72,29.511935214987112,29.51193521498714,0.0
73,29.511935214987112,29.51193521498714,0.0
74,29.511935214987112,29.51193521498714,0.0
75,29.511935214987112,29.51193521498714,0.0
76,29.511935214987112,29.51193521498714,0.0
77,29.511935214987112,29.51193521498714,0.0
78,29.511935214987112,29.51193521498714,0.0
79,29.511935214987112,29.51193521498714,0.0
80,29.511935214987112,29.51193521498714,0.0
81,29.511935214987112,29.51193521498714,0.0
82,29.511935214987112,29.51193521498714,0.0
83,29.511935214987112,29.51193521498714,0.0
84,29.511935214987112,29.51193521498714,0.0
85,29.511935214987112,29.51193521498714,0.0
86,29.511935214987112,29.51193521498714,0.0
87,29.511935214987112,29.51193521498714,0.0
88,29.511935214987112,29.51193521498714,0.0
89,29.511935214987112,29.51193521498714,0.0
90,29.511935214987112,29.51193521498714,0.0
91,29.511935214987112,29.51193521498714,0.0
92,29.511935214987112,29.51193521498714,0.0
93,29.511935214987112,29.51193521498714,0.0
94,29.511935214987112,29.51193521498714,0.0
95,29.511935214987112,29.51193521498714,0.0
96,29.511935214987112,29.51193521498714,0.0
97,29.511935214987112,29.51193521498714,0.0
98,29.511935214987112,29.51193521498714,0.0
99,29.511935214987112,29.51193521498714,0.0
100,29.511935214987112,29.51193521498714,0.0
101,29.511935214987112,29.51193521498714,0.0
102,29.511935214987112,29.51193521498714,0.0
103,29.511935214987112,29.51193521498714,0.0
104,29.511935214987112,29.51193521498714,0.0
105,29.511935214987112,29.51193521498714,0.0
106,29.511935214987112,29.51193521498714,0.0
107,29.511935214987112,29.51193521498714,0.0
108,29.511935214987112,29.51193521498714,0.0
109,29.511935214987112,29.51193521498714,0.0
110,29.511935214987112,29.51193521498714,0.0
111,29.511935214987112,29.51193521498714,0.0
112,29.511935214987112,29.51193521498714,0.0
113,29.511935214987112,29.51193521498714,0.0
114,29.511935214987112,29.51193521498714,0.0
115,29.511935214987112,29.51193521498714,0.0
116,29.511935214987112,29.51193521498714,0.0
117,29.511935214987112,29.51193521498714,0.0
118,29.511935214987112,29.51193521498714,0.0
119,29.511935214987112,29.51193521498714,0.0
120,29.511935214987112,29.51193521498714,0.0
121,29.511935214987112,29.51193521498714,0.0
122,29.511935214987112,29.51193521498714,0.0
123,29.511935214987112,29.51193521498714,0.0
124,29.511935214987112,29.51193521498714,0.0
