iteration,best_fitness,avg_fitness,diversity,pheromone_avg,exploitation_rate
0,222.35474884986104,180.04324104600067,0.657119013078887,1.8137145277392652,0.7
1,228.57935381886034,179.828139929109,0.699606391364845,1.6476350687657664,0.7016
2,240.860220392596,176.29072133417353,0.7130989715765544,1.498664017564627,0.7031999999999999
3,241.50112359808384,182.02136574688723,0.7051721353944019,1.3636532889421236,0.7048
4,241.50112359808384,177.81136241894757,0.679173412405125,1.2432338563919396,0.7063999999999999
5,241.50112359808384,179.60213544692633,0.7195882620744946,1.1339324412954757,0.708
6,241.50112359808384,178.33147365471243,0.6779309400277119,1.0348828076998045,0.7096
7,241.50112359808384,180.18636588852604,0.6635064235673999,0.9458992059475886,0.7111999999999999
8,241.50112359808384,180.07629617839606,0.677974123233768,0.8649708399507302,0.7128
9,241.50112359808384,179.16481834662767,0.7029879735033142,0.7930102414872228,0.7143999999999999
10,241.50795921608807,179.9566005070752,0.6238708911800882,0.7274102217544394,0.716
11,241.50795921608807,178.22084963308168,0.6445942945942887,0.6687963994302021,0.7176
12,241.50795921608807,182.63274408424238,0.7078275390431228,0.6173252503950452,0.7192
13,241.50795921608807,178.50506478773178,0.6882000237429058,0.569540459460973,0.7208
14,241.50795921608807,181.96992792204247,0.6607297702006552,0.5264674732808766,0.7223999999999999
15,241.50795921608807,183.13386506992234,0.6636325406388381,0.4875790877988691,0.724
16,241.50795921608807,179.24481033317414,0.6518999140556916,0.45388654630857106,0.7255999999999999
17,241.50795921608807,178.0082025541936,0.7211196298529103,0.4233222503566798,0.7272
18,241.50795921608807,181.27177288488758,0.6377785406306261,0.3938831224540164,0.7288
19,242.07408824834616,186.35619582892937,0.6458441498764078,0.3683829028197506,0.7303999999999999
20,242.07408824834616,181.50813625375173,0.6564937120896979,0.34526346727358026,0.732
21,242.07408824834616,181.87848930808397,0.6635821662965586,0.32458901442405624,0.7335999999999999
22,242.07408824834616,181.88949531187754,0.7046560591112102,0.30683516296492624,0.7352
23,242.07408824834616,181.1099094693013,0.6707113129024973,0.2900847921588337,0.7368
24,242.07408824834616,181.3070102665602,0.6346709552649742,0.2748854263989718,0.7384
25,242.07408824834616,179.65892339038885,0.6681484763015034,0.2615281475530623,0.74
26,242.07408824834616,179.7527062864518,0.6482632507219372,0.24906792606384426,0.7415999999999999
27,255.07611918375895,183.412917823037,0.6435418400406547,0.23753999365130526,0.7432
28,255.07611918375895,180.18256715276215,0.5996735365342664,0.2262165311354006,0.7448
29,255.07611918375895,182.16598978368918,0.6520517619455484,0.21797333517483525,0.7464
30,255.07611918375895,185.3152212463694,0.6208914682950822,0.20943043701282,0.748
31,255.07611918375895,181.52526389824314,0.6554952798461733,0.20210294553114402,0.7495999999999999
32,255.07611918375895,183.77935832049766,0.6521003808966062,0.19535178826808813,0.7512
