iteration,best_fitness,avg_fitness,diversity,pheromone_avg,exploitation_rate
0,1011.2036464293504,740.0793312809061,0.5814951969632987,1.8477979797977149,0.7
1,1011.2036464293504,728.3362193691663,0.5992694161981991,1.7429656565658287,0.7016
2,1011.2036464293504,727.711260922707,0.5995572984509008,1.6530516607644268,0.7031999999999999
3,1011.2036464293504,740.9708293207653,0.5711243897734312,1.5767944661924727,0.7048
4,1011.2036464293504,740.13792563216,0.5845834433128153,1.5079844625734014,0.7063999999999999
5,1011.2036464293504,744.5528245996721,0.565928565699129,1.4467868587630266,0.708
6,1011.2036464293504,739.869323633705,0.5798430597182608,1.3926734596916523,0.7096
7,1011.2036464293504,745.8750985331114,0.565052288199368,1.3450377647896956,0.7111999999999999
8,1011.2036464293504,735.1201614208322,0.5768525640795675,1.3001887282965208,0.7128
9,1011.2036464293504,757.0322452309028,0.5675442307269454,1.2564968013538458,0.7143999999999999
10,1011.2036464293504,758.3173922729347,0.5535725048017148,1.2049553647255593,0.716
11,1011.2036464293504,762.5902671914923,0.5596467109885045,1.1798434542735416,0.7176
12,1011.2036464293504,747.4104678422841,0.5654059430799192,1.1542335863219317,0.7192
13,1011.2036464293504,755.0225401554052,0.5543272343190797,1.1270920998662088,0.7208
14,1011.2036464293504,750.9247628487408,0.5495892189357741,1.0976982710492549,0.7223999999999999
15,1011.2036464293504,765.2204901623302,0.5360182385520357,1.0759763174023202,0.724
16,1011.2036464293504,756.041747338275,0.5584946486457134,1.0554764639362848,0.7255999999999999
17,1011.2036464293504,764.0282015725153,0.5568275338229118,1.0342123997092438,0.7272
18,1011.2036464293504,771.0597902537238,0.5463639422535865,1.0168803166792049,0.7288
19,1011.2036464293504,759.8376237503151,0.5531485112117488,1.0016881538909472,0.7303999999999999
20,1011.2036464293504,777.3758482790208,0.5405045929868001,0.9772555923097238,0.732
21,1014.6560108424948,787.5113917063061,0.5235490711349485,0.9686167855945537,0.7335999999999999
22,1014.6560108424948,773.5545573002476,0.5363537900066699,0.9563534257569611,0.7352
23,1014.6560108424948,779.9282682289733,0.5221172262009249,0.9431281140437735,0.7368
24,1028.406572871216,783.4956277986348,0.5099240431642296,0.9309233964582584,0.7384
25,1028.406572871216,781.5497106874113,0.5223155080962304,0.92339010141341,0.74
26,1028.406572871216,792.3339204187354,0.5133345395146569,0.9132075645688157,0.7415999999999999
27,1028.406572871216,796.9541552204478,0.5103546794712152,0.9028720998763183,0.7432
28,1028.406572871216,780.1641392800236,0.5156520623338456,0.8941585590519145,0.7448
29,1028.406572871216,780.7191591677579,0.5208756829944527,0.8832587410178293,0.7464
30,1028.406572871216,795.3418469305094,0.509252893546638,0.8682080384982704,0.748
31,1028.406572871216,788.0995304048964,0.508697689493373,0.868509349561594,0.7495999999999999
32,1028.406572871216,789.3246491449597,0.5092627121825872,0.8607118576405883,0.7512
