iteration,best_fitness,avg_fitness,diversity,mutation_rate,crossover_rate
0,247.37105007455924,197.18480113953584,0.3800587923138327,0.15,0.85
1,251.70333995801568,205.6349955228312,0.31672014190134934,0.15,0.85
2,251.70333995801568,220.55972918343386,0.18492563365047998,0.15,0.85
3,251.70333995801568,228.71989536416012,0.03415148609779554,0.15,0.85
4,251.70333995801568,233.91672207398466,0.0,0.15,0.85
5,251.70333995801568,224.80488202767714,0.0,0.15,0.85
6,251.70333995801568,230.0662073597765,0.0,0.15,0.85
7,251.70333995801568,227.6560230924336,0.0,0.15,0.85
8,252.41469252606265,231.89185564808096,0.0,0.15,0.85
9,252.41469252606265,235.12149721279673,0.0,0.15,0.85
10,252.41469252606265,228.071240563245,0.0,0.15,0.85
11,252.41469252606265,237.98245944020644,0.0,0.15,0.85
12,252.41469252606265,234.6627334291801,0.0,0.15,0.85
13,252.41469252606265,232.52759116121896,0.0,0.15,0.85
14,252.41469252606265,231.9147055089123,0.0,0.15,0.85
15,252.41469252606265,235.6035478591074,0.0,0.15,0.85
16,252.41469252606265,231.93011154729678,0.0,0.15,0.85
17,252.41469252606265,236.64837007758717,0.0,0.15,0.85
18,252.41469252606265,230.68224492053957,0.0,0.15,0.85
19,252.41469252606265,238.43759021906433,0.0,0.15,0.85
20,252.41469252606265,228.40560992508094,0.0,0.15,0.85
21,252.41469252606265,230.240271510354,0.0,0.15,0.85
22,252.41469252606265,226.21592494630784,0.0,0.15,0.85
23,252.41469252606265,234.80308099153632,0.0,0.15,0.85
24,252.41469252606265,234.88471909344173,0.0,0.15,0.85
25,252.41469252606265,230.9882687498424,0.0,0.15,0.85
26,252.41469252606265,235.30181210045998,0.0,0.15,0.85
27,252.41469252606265,236.34547764572946,0.0,0.15,0.85
28,252.41469252606265,238.69251862436042,0.0,0.15,0.85
29,252.41469252606265,235.10420827647744,0.0,0.15,0.85
30,252.41469252606265,226.80466156627983,0.0,0.15,0.85
31,252.41469252606265,232.64481157518202,0.0,0.15,0.85
32,252.41469252606265,239.156579058835,0.0,0.15,0.85
33,252.41469252606265,228.18051974024974,0.0,0.15,0.85
34,252.41469252606265,229.71384247750757,0.0,0.15,0.85
35,252.41469252606265,235.14023127051632,0.0,0.15,0.85
36,252.41469252606265,234.00729632283338,0.0,0.15,0.85
37,252.41469252606265,234.51870973714986,0.0,0.15,0.85
38,252.41469252606265,232.38918727152137,0.0,0.15,0.85
39,252.41469252606265,225.1987377545565,0.0,0.15,0.85
40,252.41469252606265,232.05897636670628,0.0,0.15,0.85
41,252.41469252606265,234.29015437274484,0.0,0.15,0.85
42,252.41469252606265,237.29944358665068,0.0,0.15,0.85
43,252.41469252606265,235.1578875400079,0.0,0.15,0.85
44,252.41469252606265,227.78403552738916,0.0,0.15,0.85
45,252.41469252606265,233.54167823020913,0.0,0.15,0.85
46,252.41469252606265,233.0455612636259,0.0,0.15,0.85
47,252.41469252606265,234.43781335935753,0.0,0.15,0.85
48,252.41469252606265,230.74540738681355,0.0,0.15,0.85
49,252.41469252606265,240.85284292476334,0.0,0.15,0.85
50,252.41469252606265,233.38658949605363,0.0,0.15,0.85
51,252.41469252606265,231.8802149323602,0.0,0.15,0.85
52,252.41469252606265,232.7844489435741,0.0,0.15,0.85
53,252.41469252606265,232.9805495565737,0.0,0.15,0.85
54,252.41469252606265,234.84213653075187,0.0,0.15,0.85
55,252.41469252606265,230.93814811161874,0.0,0.15,0.85
56,252.41469252606265,239.27038967361872,0.0,0.15,0.85
57,252.41469252606265,227.1079728359265,0.0,0.15,0.85
58,252.41469252606265,228.50089316178435,0.0,0.15,0.85
