iteration,best_fitness,avg_fitness,diversity,pheromone_avg,exploitation_rate
0,680.3157946678909,530.322166442261,0.6227855474544192,1.832040404040116,0.7
1,680.3157946678909,527.6589619672038,0.6107909856504711,1.6982368683049718,0.7016
2,708.0890843036573,534.5418138889581,0.6019864449528467,1.578875736072507,0.7031999999999999
3,708.0890843036573,527.6068523767109,0.6161333150429978,1.4735551570666152,0.7048
4,708.0890843036573,528.5548916648034,0.6125661899875287,1.3801002164986829,0.7063999999999999
5,708.0890843036573,538.2764828902802,0.5986238493255388,1.2952969268424221,0.708
6,735.9232160294279,531.8995609725371,0.6457816325373733,1.220634809034421,0.7096
7,735.9232160294279,540.3341541260695,0.6170869673918554,1.151076463094066,0.7111999999999999
8,735.9232160294279,535.6431892728483,0.6052126418386754,1.0868798709814564,0.7128
9,735.9232160294279,539.3911566750357,0.5940122564194187,1.0298230435312283,0.7143999999999999
10,735.9232160294279,532.640144519473,0.626642244767596,0.9769451422560881,0.716
11,735.9232160294279,534.7158058739913,0.6082010689800599,0.9341032756112788,0.7176
12,735.9232160294279,547.4193311310096,0.5910001513307918,0.8882907618312513,0.7192
13,735.9232160294279,540.5110071240271,0.5981128884921123,0.8532450643792437,0.7208
14,735.9232160294279,539.0329823306947,0.6059137223248857,0.818588661589817,0.7223999999999999
15,735.9232160294279,545.8687832554602,0.5792795296204097,0.785701666605255,0.724
16,735.9232160294279,550.724573315579,0.5732103134684042,0.7566806901802475,0.7255999999999999
17,735.9232160294279,543.6350595989404,0.5876751630926221,0.7289049612031253,0.7272
18,735.9232160294279,542.7316496187682,0.6040612417134399,0.7047034029888833,0.7288
19,735.9232160294279,549.8037612397562,0.605922933910474,0.6850707973700678,0.7303999999999999
20,735.9232160294279,559.1127553253333,0.5824707317949935,0.6619880091828722,0.732
21,735.9232160294279,549.8166222108949,0.5622701007598341,0.6484765262440141,0.7335999999999999
22,735.9232160294279,552.1578407343591,0.5678157857794044,0.6307530964877512,0.7352
23,735.9232160294279,550.7216536644538,0.5926802924604829,0.6168825949610443,0.7368
24,735.9232160294279,553.2981626615409,0.5754012789527738,0.6056981127906198,0.7384
25,735.9232160294279,549.5260420298778,0.5802961303540625,0.5928855246294137,0.74
26,735.9232160294279,551.2357924886712,0.5713920619697752,0.5785122575401572,0.7415999999999999
27,735.9232160294279,553.7305242897918,0.572486603288822,0.5668413483782818,0.7432
28,735.9232160294279,541.973422468332,0.5913774135126294,0.557470751427604,0.7448
29,735.9232160294279,545.0910985445269,0.5708455035793922,0.5480809480487586,0.7464
30,735.9232160294279,564.4411145705214,0.5634312271176427,0.5375846728457786,0.748
31,735.9232160294279,563.4945574607722,0.5715707196436042,0.5358659295567275,0.7495999999999999
32,735.9232160294279,557.1510566847678,0.5306886769754602,0.5266113324607694,0.7512
