iteration,best_fitness,avg_fitness,diversity,pheromone_avg,exploitation_rate
0,620.0796118912582,460.380571668943,0.7297923488549863,1.8302222222219309,0.7
1,620.0796118912582,460.8844353600434,0.7320084649491467,1.6946990094926437,0.7016
2,620.0796118912582,455.16402152104587,0.7443737457637634,1.5722342356541927,0.7031999999999999
3,620.0796118912582,464.1684727638794,0.7194656227641567,1.4626620203607152,0.7048
4,620.0796118912582,468.7694455282469,0.7322070542475957,1.3661248725668944,0.7063999999999999
5,620.0796118912582,468.6948345104636,0.699538660490107,1.2772627163345922,0.708
6,620.0796118912582,473.1565752421277,0.7072759911734454,1.1975126184889515,0.7096
7,625.9442314694986,475.68596730744224,0.693747462455979,1.127778059831141,0.7111999999999999
8,625.9442314694986,468.04313281334856,0.7259317037556208,1.0650326991033747,0.7128
9,641.7161907318317,469.64663391079955,0.7169159236918287,1.0061559786084355,0.7143999999999999
10,641.7161907318317,483.53856192712584,0.6873986106979147,0.9506435037344297,0.716
11,641.7161907318317,479.3734859801198,0.6895620117144251,0.9061017946582718,0.7176
12,641.7161907318317,467.24515270856267,0.6864294405884035,0.8642107395463446,0.7192
13,641.7161907318317,477.7965133353577,0.6638089227969414,0.8256762716274555,0.7208
14,646.1197906982925,470.25997854452834,0.7141382207718988,0.790168802110061,0.7223999999999999
15,690.590285002375,475.8233467924129,0.6932034747127418,0.75819701596,0.724
16,690.590285002375,472.26452995635674,0.7038973262041669,0.7291250916221294,0.7255999999999999
17,690.590285002375,489.4235020563597,0.6467814985633448,0.7002671901729187,0.7272
18,690.590285002375,480.93773320673284,0.6922166363778609,0.6775591469039134,0.7288
19,690.590285002375,474.8699541266675,0.6883518570477789,0.6555663202670733,0.7303999999999999
20,690.590285002375,482.9539018782661,0.6628633693749332,0.6321084597809619,0.732
21,690.590285002375,484.129161121109,0.6835152090976526,0.615754173090663,0.7335999999999999
22,690.590285002375,491.02075906192425,0.676853126173962,0.5995987858691277,0.7352
23,690.590285002375,481.7243336259952,0.6793247617520521,0.5839458205415331,0.7368
24,690.590285002375,486.60689521433477,0.6554084078260959,0.5685895266140205,0.7384
25,690.590285002375,487.8718226097696,0.6505703137175702,0.5535280032686314,0.74
26,690.590285002375,485.56552827093714,0.6621756705728965,0.5431166390763801,0.7415999999999999
27,690.590285002375,486.8499201536426,0.6567884459461858,0.5322264845825199,0.7432
28,690.590285002375,495.036822978815,0.6427284548417528,0.5229181950458156,0.7448
29,690.590285002375,489.0866960025032,0.6469335046565073,0.512485901507794,0.7464
30,690.590285002375,500.0696517819913,0.6311079128497901,0.502761515265356,0.748
31,690.590285002375,491.6693568636964,0.6710001546967427,0.4997663822556653,0.7495999999999999
32,690.590285002375,497.08964790862916,0.6312142913638019,0.4932642059720382,0.7512
