iteration,best_fitness,avg_fitness,diversity,pheromone_avg,pheromone_max,pheromone_min
0,0,0.0,0.0,1.75,1.8,1.7
1,0,0.0,0.0,1.5325,1.62,1.4449999999999998
2,0,0.0,0.0,1.3431250000000001,1.4580000000000002,1.2282499999999998
3,0,0.0,0.0,1.17810625,1.3122000000000003,1.0440124999999998
4,0,0.0,0.0,1.0341953125,1.1809800000000004,0.8874106249999998
5,0,0.0,0.0,0.908590515625,1.0628820000000003,0.7542990312499998
6,0,0.0,0.0,0.79887398828125,0.9565938000000003,0.6411541765624997
7,0,0.0,0.0,0.7029577350390626,0.8609344200000003,0.5449810500781248
8,0,0.0,0.0,0.6190374352832032,0.7748409780000003,0.46323389256640607
9,0,0.0,0.0,0.5455528444407227,0.6973568802000003,0.39374880868144513
10,0,0.0,0.0,0.48115383977961435,0.6276211921800003,0.33468648737922835
11,0,0.0,0.0,0.4246712936171722,0.5648590729620003,0.2844835142723441
12,0,0.0,0.0,0.3750920763986464,0.5083731656658003,0.24181098713149246
13,0,0.0,0.0,0.33153759408049444,0.45753584909922024,0.20553933906176858
14,0,0.0,0.0,0.2932453511959007,0.4117822641892982,0.17470843820250329
15,0,0.0,0.0,0.2595531051212481,0.3706040377703684,0.1485021724721278
16,0,0.0,0.0,0.22988524029732008,0.33354363399333153,0.12622684660130862
17,0,0.0,0.0,0.20374104510255536,0.3001892705939984,0.10729281961111233
18,0,0.0,0.0,0.18068462010202202,0.27017034353459857,0.09119889666944547
19,0,0.0,0.0,0.16033618567508368,0.24315330918113873,0.07751906216902865
20,0,0.0,0.0,0.1423645905533496,0.21883797826302487,0.06589120284367435
21,0,0.0,0.0,0.12648085142692278,0.1969541804367224,0.056007522417123194
22,0,0.0,0.0,0.11243257822380244,0.17725876239305016,0.04760639405455471
23,0,0.0,0.0,0.09999916055005832,0.15953288615374514,0.040465434946371504
24,0,0.0,0.0,0.08898760862139321,0.14357959753837063,0.03439561970441578
25,0,0.0,0.0,0.0792289572666435,0.12922163778453358,0.029236276748753412
26,0,0.0,0.0,0.07057515462126031,0.11629947400608022,0.0248508352364404
27,0,0.0,0.0,0.06289636827822327,0.1046695266054722,0.021123209950974338
28,0,0.0,0.0,0.057101286972462494,0.09420257394492498,0.02
29,0,0.0,0.0,0.052391158275216246,0.08478231655043249,0.02
30,0,0.0,0.0,0.048152042447694623,0.07630408489538924,0.02
31,0,0.0,0.0,0.04433683820292516,0.06867367640585031,0.02
32,0,0.0,0.0,0.040903154382632645,0.061806308765265286,0.02
33,0,0.0,0.0,0.03781283894436938,0.05562567788873876,0.02
34,0,0.0,0.0,0.035031555049932446,0.05006311009986489,0.02
35,0,0.0,0.0,0.0325283995449392,0.0450567990898784,0.02
36,0,0.0,0.0,0.030275559590445277,0.040551119180890556,0.02
37,0,0.0,0.0,0.028248003631400752,0.0364960072628015,0.02
38,0,0.0,0.0,0.026423203268260677,0.03284640653652135,0.02
39,0,0.0,0.0,0.024780882941434608,0.029561765882869215,0.02
40,0,0.0,0.0,0.023302794647291146,0.026605589294582295,0.02
41,0,0.0,0.0,0.021972515182562033,0.023945030365124065,0.02
